usedate	level	code	text
2003/01/01	kood	NCH50	"Küünarliigese-sisese eksostoosi või osteofüüdi ekstsisioon; kinnine"
2003/01/01	kood	NCH51	"Küünarliigese-sisese eksostoosi või osteofüüdi ekstsisioon; artroskoopiline "
2003/01/01	kood	NCH52	"Küünarliigese-sisese eksostoosi või osteofüüdi ekstsisioon; lahtine"
2003/01/01	kood	NCH59	"Küünarliigese-sisese eksostoosi või osteofüüdi ekstsisioon; määratlemata"
2003/01/01	kood	NCH70	"Operatsioon küünarliigese habituaalse luksatsiooni korral; kinnine"
2003/01/01	kood	NCH71	"Operatsioon küünarliigese habituaalse luksatsiooni korral; artroskoopiline "
2003/01/01	kood	NCH72	"Operatsioon küünarliigese habituaalse luksatsiooni korral; lahtine"
2003/01/01	kood	NCH79	"Operatsioon küünarliigese habituaalse luksatsiooni korral; määratlemata"
2003/01/01	kood	NCH90	"Muu operatsioon küünarliigesel; kinnine"
2003/01/01	kood	NCH91	"Muu operatsioon küünarliigesel; artroskoopiline "
2003/01/01	kood	NCH92	"Muu operatsioon küünarliigesel; lahtine"
2003/01/01	kood	NCH99	"Muu operatsioon küünarliigesel; määratlemata"
2003/01/01	kood	NCJ00	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ01	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; "
2003/01/01	kood	NCJ02	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; küünarluu distaalne osa"
2003/01/01	kood	NCJ03	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ04	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; kodarluu keskosa"
2003/01/01	kood	NCJ05	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; kodarluu distaalne osa"
2003/01/01	kood	NCJ06	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ07	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ08	"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; muu koht"
2003/01/01	kood	NCJ10	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ11	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; küünarluu keskosa"
2003/01/01	kood	NCJ12	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; küünarluu distaalne osa"
2003/01/01	kood	NCJ13	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ14	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; kodarluu keskosa"
2003/01/01	kood	NCJ15	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; kodarluu distaalne osa"
2003/01/01	kood	NCJ16	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ17	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ18	"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; muu koht"
2003/01/01	kood	NCJ20	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ21	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; küünarluu keskosa"
2003/01/01	kood	NCJ22	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; küünarluu distaalne osa"
2003/01/01	kood	NCJ23	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ24	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; kodarluu keskosa"
2003/01/01	kood	NCJ25	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; kodarluu distaalne osa"
2003/01/01	kood	NCJ26	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ27	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ28	"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; muu koht"
2003/01/01	kood	NCJ30	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ31	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; küünarluu keskosa"
2003/01/01	kood	NCJ32	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; küünarluu distaalne osa"
2003/01/01	kood	NCJ33	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ34	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; kodarluu keskosa"
2003/01/01	kood	NCJ35	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; kodarluu distaalne osa"
2003/01/01	kood	NCJ36	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ37	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ38	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; muu koht"
2003/01/01	kood	NCJ40	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ41	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; küünarluu keskosa"
2003/01/01	kood	NCJ42	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; küünarluu distaalne osa"
2003/01/01	kood	NCJ43	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ44	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kodarluu keskosa"
2003/01/01	kood	NCJ45	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kodarluu distaalne osa"
2003/01/01	kood	NCJ46	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ47	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ48	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; muu koht"
2003/01/01	kood	NCJ50	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ51	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; küünarluu keskosa"
2003/01/01	kood	NCJ52	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; küünarluu distaalne osa"
2003/01/01	kood	NCJ53	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ54	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; kodarluu keskosa"
2003/01/01	kood	NCJ55	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; kodarluu distaalne osa"
2003/01/01	kood	NCJ56	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ57	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ58	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon intramedullaarse naelaga; muu koht"
2003/01/01	kood	NCJ60	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ61	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; küünarluu keskosa"
2003/01/01	kood	NCJ62	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; küünarluu distaalne osa"
2003/01/01	kood	NCJ63	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ64	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; kodarluu keskosa"
2003/01/01	kood	NCJ65	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; kodarluu distaalne osa"
2003/01/01	kood	NCJ66	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ67	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ68	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon plaadi ja kruvidega; muu koht"
2003/01/01	kood	NCJ70	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ71	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; küünarluu keskosa"
2003/01/01	kood	NCJ72	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; küünarluu distaalne osa"
2003/01/01	kood	NCJ73	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ74	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; kodarluu keskosa"
2003/01/01	kood	NCJ75	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; kodarluu distaalne osa"
2003/01/01	kood	NCJ76	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ77	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ78	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon ainult kruvidega; muu koht"
2003/01/01	kood	NCJ80	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ81	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; küünarluu keskosa"
2003/01/01	kood	NCJ82	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; küünarluu distaalne osa"
2003/01/01	kood	NCJ83	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ84	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; kodarluu keskosa"
2003/01/01	kood	NCJ85	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; kodarluu distaalne osa"
2003/01/01	kood	NCJ86	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ87	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ88	"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; muu koht"
2003/01/01	kood	NCJ90	"Küünarliigese- või küünarvarreluu murru muu kirurgia; küünarluu proksimaalne osa"
2003/01/01	kood	NCJ91	"Küünarliigese- või küünarvarreluu murru muu kirurgia; küünarluu keskosa"
2003/01/01	kood	NCJ92	"Küünarliigese- või küünarvarreluu murru muu kirurgia; küünarluu distaalne osa"
2003/01/01	kood	NCJ93	"Küünarliigese- või küünarvarreluu murru muu kirurgia; kodarluu proksimaalne osa"
2003/01/01	kood	NCJ94	"Küünarliigese- või küünarvarreluu murru muu kirurgia; kodarluu keskosa"
2003/01/01	kood	NCJ95	"Küünarliigese- või küünarvarreluu murru muu kirurgia; kodarluu distaalne osa"
2003/01/01	kood	NCJ96	"Küünarliigese- või küünarvarreluu murru muu kirurgia; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCJ97	"Küünarliigese- või küünarvarreluu murru muu kirurgia; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCJ98	"Küünarliigese- või küünarvarreluu murru muu kirurgia; muu koht"
2003/01/01	kood	NCK00	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; küünarluu proksimaalne osa"
2003/01/01	kood	NCK01	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; küünarluu keskosa"
2003/01/01	kood	NCK02	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; küünarluu distaalne osa"
2003/01/01	kood	NCK03	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; kodarluu proksimaalne osa"
2003/01/01	kood	NCK04	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; kodarluu keskosa"
2003/01/01	kood	NCK05	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; kodarluu distaalne osa"
2003/01/01	kood	NCK06	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK07	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK08	"Küünarliigese- või küünarvarreluu fragmendi ekstsisioon; muu koht"
2003/01/01	kood	NCK10	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; küünarluu proksimaalne osa"
2003/01/01	kood	NCK11	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; küünarluu keskosa"
2003/01/01	kood	NCK12	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; küünarluu distaalne osa"
2003/01/01	kood	NCK13	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; kodarluu proksimaalne osa"
2003/01/01	kood	NCK14	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; kodarluu keskosa"
2003/01/01	kood	NCK15	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; kodarluu distaalne osa"
2003/01/01	kood	NCK16	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK17	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK18	"Küünarliigese- või küünarvarreluu osaline või täielik ekstsisioon; muu koht"
2003/01/01	kood	NCK20	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; küünarluu proksimaalne osa"
2003/01/01	kood	NCK21	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; küünarluu keskosa"
2003/01/01	kood	NCK22	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; küünarluu distaalne osa"
2003/01/01	kood	NCK23	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; kodarluu proksimaalne osa"
2003/01/01	kood	NCK24	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; kodarluu keskosa"
2003/01/01	kood	NCK25	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; kodarluu distaalne osa"
2003/01/01	kood	NCK26	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK27	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK28	"Küünarliigese- või küünarvarreluu fragmendi fenestratsioon või mulgustamine; muu koht"
2003/01/01	kood	NCK30	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; küünarluu proksimaalne osa"
2003/01/01	kood	NCK31	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; küünarluu keskosa"
2003/01/01	kood	NCK32	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; küünarluu distaalne osa"
2003/01/01	kood	NCK33	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; kodarluu proksimaalne osa"
2003/01/01	kood	NCK34	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; kodarluu keskosa"
2003/01/01	kood	NCK35	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; kodarluu distaalne osa"
2003/01/01	kood	NCK36	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK37	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK38	"Küünarliigese- või küünarvarreluu tsüsti ekskohleatsioon; muu koht"
2003/01/01	kood	NCK40	"Küünarliigese- või küünarvarreluu epifüsiodees; küünarluu proksimaalne osa"
2003/01/01	kood	NCK41	"Küünarliigese- või küünarvarreluu epifüsiodees; küünarluu keskosa"
2003/01/01	kood	NCK42	"Küünarliigese- või küünarvarreluu epifüsiodees; küünarluu distaalne osa"
2003/01/01	kood	NCK43	"Küünarliigese- või küünarvarreluu epifüsiodees; kodarluu proksimaalne osa"
2003/01/01	kood	NCK44	"Küünarliigese- või küünarvarreluu epifüsiodees; kodarluu keskosa"
2003/01/01	kood	NCK45	"Küünarliigese- või küünarvarreluu epifüsiodees; kodarluu distaalne osa"
2003/01/01	kood	NCK46	"Küünarliigese- või küünarvarreluu epifüsiodees; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK47	"Küünarliigese- või küünarvarreluu epifüsiodees; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK48	"Küünarliigese- või küünarvarreluu epifüsiodees; muu koht"
2003/01/01	kood	NCK50	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; küünarluu proksimaalne osa"
2003/01/01	kood	NCK51	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; küünarluu keskosa"
2003/01/01	kood	NCK52	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; küünarluu distaalne osa"
2003/01/01	kood	NCK53	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; kodarluu proksimaalne osa"
2003/01/01	kood	NCK54	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; kodarluu keskosa"
2003/01/01	kood	NCK55	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; kodarluu distaalne osa"
2003/01/01	kood	NCK56	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK57	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK58	"Küünarliigese- või küünarvarreluu angulatsioon, rotatsioon või nihutus-osteotoomia; muu koht"
2003/01/01	kood	NCK60	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; küünarluu proksimaalne osa"
2003/01/01	kood	NCK61	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; küünarluu keskosa"
2003/01/01	kood	NCK62	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; küünarluu distaalne osa"
2003/01/01	kood	NCK63	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; kodarluu proksimaalne osa"
2003/01/01	kood	NCK64	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; kodarluu keskosa"
2003/01/01	kood	NCK65	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; kodarluu distaalne osa"
2003/01/01	kood	NCK66	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK67	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK68	"Küünarliigese- või küünarvarreluu lühendav või pikendav osteotoomia; muu koht"
2003/01/01	kood	NCK70	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; küünarluu proksimaalne osa"
2003/01/01	kood	NCK71	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; küünarluu keskosa"
2003/01/01	kood	NCK72	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; küünarluu distaalne osa"
2003/01/01	kood	NCK73	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; kodarluu proksimaalne osa"
2003/01/01	kood	NCK74	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; kodarluu keskosa"
2003/01/01	kood	NCK75	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; kodarluu distaalne osa"
2003/01/01	kood	NCK76	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK77	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK78	"Luu transport-operatsioon küünarliigese- või küünarvarreluul; muu koht"
2003/01/01	kood	NCK80	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; küünarluu proksimaalne osa"
2003/01/01	kood	NCK81	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; küünarluu keskosa"
2003/01/01	kood	NCK82	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; küünarluu distaalne osa"
2003/01/01	kood	NCK83	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; kodarluu proksimaalne osa"
2003/01/01	kood	NCK84	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; kodarluu keskosa"
2003/01/01	kood	NCK85	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; kodarluu distaalne osa"
2003/01/01	kood	NCK86	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK87	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK88	"Küünarliigese või küünarvarreluu epifüsaarplaadi distraktsioon-pikendamine; muu koht"
2003/01/01	kood	NCK90	"Muu operatsioon küünarliigese- või küünarvarreluul; küünarluu proksimaalne osa"
2003/01/01	kood	NCK91	"Muu operatsioon küünarliigese- või küünarvarreluul; küünarluu keskosa"
2003/01/01	kood	NCK92	"Muu operatsioon küünarliigese- või küünarvarreluul; küünarluu distaalne osa"
2003/01/01	kood	NCK93	"Muu operatsioon küünarliigese- või küünarvarreluul; kodarluu proksimaalne osa"
2003/01/01	kood	NCK94	"Muu operatsioon küünarliigese- või küünarvarreluul; kodarluu keskosa"
2003/01/01	kood	NCK95	"Muu operatsioon küünarliigese- või küünarvarreluul; kodarluu distaalne osa"
2003/01/01	kood	NCK96	"Muu operatsioon küünarliigese- või küünarvarreluul; küünarluu keskosa ja kodarluu "
2003/01/01	kood	NCK97	"Muu operatsioon küünarliigese- või küünarvarreluul; kodarluu distaalne osa ja küünarluu "
2003/01/01	kood	NCK98	"Muu operatsioon küünarliigese- või küünarvarreluul; muu koht"
2003/01/01	kood	NCL09	Küünarliigese piirkonna või küünarvarre lihase vabastamine
2003/01/01	kood	NCL19	Küünarliigese piirkonna või küünarvarre lihase suturatsioon või plastiline korrektsioon
2003/01/01	kood	NCL29	Küünarliigese piirkonna või küünarvarre lihase transpositsioon
2003/01/01	kood	NCL39	Küünarliigese piirkonna või küünarvarre lihase müotoomia või tenotoomia
2003/01/01	kood	NCL49	Küünarliigese piirkonna või küünarvarre kõõluse suturatsioon või tagasikinnitamine
2003/01/01	kood	NCL59	Küünarliigese piirkonna või küünarvarre tenolüüs või tenosünovektoomia
2003/01/01	kood	NCL69	Küünarliigese piirkonna või küünarvarre kõõluse tenodees, lühendamine või pikendamine
2003/01/01	kood	NCL79	Küünarliigese piirkonna või küünarvarre kõõluse ekstsisioon
2003/01/01	kood	NCL89	Küünarliigese piirkonna või küünarvarre kõõluse transpositsioon
2003/01/01	kood	NCL99	Muu operatsioon küünarliigese piirkonna või küünarvarre lihasel või kõõlusel
2003/01/01	kood	NCM09	Küünarvarre fastsiotoomia
2003/01/01	kood	NCM19	Küünarvarre fastsia osaline või täielik ekstsisioon
2003/01/01	kood	NCM29	Küünarvarre fastsia suturatsioon
2003/01/01	kood	NCM39	Küünarliigese piirkonna või küünarvarre sünoviaalganglioni ekstsisioon
2003/01/01	kood	NCM49	Küünarvarre kõõlustupe tenolüüs
2003/01/01	kood	NCM59	Küünarvarre kõõlustupe osaline ekstsisioon
2003/01/01	kood	NCM79	Küünarliigese piirkonna või küünarvarre limapauna ekstsisioon
2003/01/01	kood	NCM99	Muu operatsioon küünarliigese piirkonna või küünarvarre fastsial, ganglionil, sünoviaaltupel või limapaunal
2003/01/01	kood	NCN09	Luu autotransplantaat küünarliigese- või küünarvarreluule 
2003/01/01	kood	NCN19	Luu allotransplantaat küünarliigese- või küünarvarreluule
2003/01/01	kood	NCN29	Luu ksenotransplantaat küünarliigese- või küünarvarreluule
2003/01/01	kood	NCN39	Kõõluse transplantatsioon küünarliigese piirkonnas või küünarvarrele 
2003/01/01	kood	NCN49	Kõhre, periosti või fastsia transplantatsioon küünarliigese piirkonnas või küünarvarrele
2003/01/01	kood	NCN99	Muu transplantatsioon küünarliigese piirkonnas või küünarvarrel
2003/01/01	kood	NCP29	Küünarvarre replantatsioon 
2003/01/01	kood	NCQ09	Küünarliigese eksartikulatsioon 
2003/01/01	kood	NCQ19	Küünarvarre amputatsioon
2003/01/01	kood	NCQ29	Küünarvarre amputatsiooni- või küünarliigese eksartikulatsiooniköndi revisioon
2003/01/01	kood	NCQ99	Küünarliigese või küünarvarre muu amputatsioon või sellega seotud operatsioon
2003/01/01	kood	NCR09	Küünarliigese piirkonna või küünarvarre pehme koe tuumori mittetäielik ekstsisioon
2003/01/01	kood	NCR19	Küünarliigese piirkonna või küünarvarre pehme koe tuumori täielik ekstsisioon
2003/01/01	kood	NCR29	Küünarliigese piirkonna või küünarvarre pehme koe tuumori laiendatud ekstsisioon
2003/01/01	kood	NCR39	Küünarliigese piirkonna või küünarvarre pehme koe tuumori plokk-ekstsisioon
2003/01/01	kood	NCR49	Küünarliigese või küünarvarre luu- või kõhretuumori mittetäielik ekstsisioon
2003/01/01	kood	NCR59	Küünarliigese või küünarvarre luu- või kõhretuumori täielik ekstsisioon
2003/01/01	kood	NCR69	Küünarliigese või küünarvarre luu- või kõhretuumori laiendatud ekstsisioon
2003/01/01	kood	NCR79	Küünarliigese või küünarvarre luu- või kõhretuumori plokk-ekstsisioon
