Copyright, Sundhedsstyrelsen
Sundhedsstyrelsens SKS-koder opdateres månedligt.
Dette udtræk modsvarer opdateringen d 01/04-2004 15:15:02.

"Kode";"Tekst"
"BKHD51";"Behandling med antiprogesteron"
"BKHD52";"Behandling med antiprogesteron og prostaglandin"
"BKHD53";"Behandling med oxytocin"
"BKHD54";"Behandling med metylergometrin"
"BKHD8";"Anden behandling med uteruskontraherende middel"
"BKHE";"Medikamentel behandling af unormalt forløbende graviditet"
"BKHE0";"Medicinsk behandling af ektopisk graviditet"
"BKHE1";"Medikamentel behandling af eklampsi"
"BKHE2";"Medikamentel behandling af praeeklampsi"
"BKHE3";"Medikamentel behandling af hypertension i graviditeten"
"BKHE8";"Cytostatisk behandling ved ekstrauterin graviditet"
"BKHE8A";"Behansling medmethotrexat ved ekstrauterin graviditet (mola)"
"BKHG";"Behandling med vehæmmende middel"
"BKHG0";"Behandling med afslappende medicin"
"BKHH";"Behandling med laktationshæmmende middel"
"BKHI";"Behandling af nyfødt med K-vitamin"
"BKK";"Pædagogiske interv. i forb.m. graviditet,fødsel og barsel"
"BKKA";"Pædagogiske handlinger i forbindelse med graviditet"
"BKKA0";"Fødselsforberedelse"
"BKKA01";"Forberedelse af fødsel med undervisning"
"BKKA02";"Forberedelse af fødsel med instruktion"
"BKKA03";"Forberedelse af fødsel med afspænding"
"BKKA04";"Forberedelse af fødsel med styrketræning"
"BKKA05";"Forberedelse af fødsel med træning i vand"
"BKKA2";"Forberedelse i særlige forhold ved fødsel i hjemmet"
"BKKB";"Pædagogiske interventioner i forbindelse med fødsel"
"BKKB0";"Vejledning i lejring med henblik på barnets rotation"
"BKKB1";"Hjælp til indtagelse af fødestillinger"
"BKKB10";"Hjælp til indtagelse af fødestilling i fødselsøjeblikket"
"BKKE";"Pædagogiske handlinger i forbindelse med barsel"
"BKKE1";"Pædagogiske handlinger i forbindelse med amning"
"BKKE10";"Vejledning i indtagelse af ammestilling"
"BKKE11";"Vejledning om vedligeholdelse af amning"
"BKKE12";"Vejledning i afvikling af amning"
"BKKE2";"Stimulation mm. i forbindelse med amning"
"BKKE20";"Stimulering af bryst"
"BKKE21";"Stimulering af sutterefleks"
"BKKE22";"Vejledning og instruktion i anvendelse af suttebrik"
"BKKE23";"Facilitering af suttefunktion"
"BKKE4";"Instruktion ved udmalkning"
"BKKE40";"Instruktion ved manuel udmalkning"
"BKKE41";"Instruktion ved mekanisk udmalkning"
"BKKE5";"Instruktion i barselsgymnastik"
"BKKE8";"Instruktion i pusling af barn"
"BKKG";"Pædagogiske interventioner i forbindelse med abort"
"BKKG0";"Pædagogiske interventioner i forbindelse med spontan abort"
"BKKG1";"Pædagogiske interventioner i forbindelse m. provokeret abort"
"BKQ";"Interventioner med henblik på smertelindring ved fødsel"
"BKQA";"Smertelindring under fødsel ved brug af hjælpemidler"
"BKQA0";"Smertelindring under fødsel ved anbringelse i badekar"
"BKQA1";"Smertelindring under fødsel ved anbringelse i brusebad"
"BKQA2";"Smertelindring under fødsel ved anvendelse af varmepude"
"BKQA3";"Smertelindring under fødsel ved anvendelse af kolde puder"
"BKQA4";"Smertelindr.under fødsel ved brug af transkutan nervestimul."
"BKQB";"Smertelindring under fødsel med brug af manuel terapi"
"BKQB0";"Smertelindring under fødsel ved brug af massage"
"BKQD";"Andre interventioner med smertelindring ved fødsel"
"BKQD0";"Kontinuerlig tilstedeværelse af jordemoder"
"BKQD00";"Kontinuerlig tilstedeværelse af jordemoder i latent fase"
"BKQD01";"Kontinuerlig tilstedeværelse af jordemoder i aktiv fase"
"BKQD1";"Smertelindring ved hjælp af lejringsændring"
"BKQD2";"Smertelindring ved hjælp af fysisk bevægelse"
"BKQD3";"Smertelindr.under fødsel ved brug af vejrtrækn.og afslapning"
"BKX";"Andre interventioner i rel.til graviditet, fødsel og barsel"
"BKXA";"Specific.intervention i rel.til graviditet, fødsel og barsel"
"BKXA0";"Hindeløsning"
"BKXA1";"Accouchement"
"BKXA2";"Holde caput eller sæde oppe ved fremfald af navlesnor"
"BKXA3";"Manuel stimulation"
"BKXA30";"Vestimulation med zoneterapi"
"BKXA31";"Vestimulation med akupunktur"
"BKXA5";"Fjernelse af navleklemme"
"BKXA7";"Bækkenbundstræning ved ringmuskelruptur i forb. m. fødsel"
"BKXA8";"Early feeding (<2 timer post partum)"
"BKXB";"Interventioner med henblik på placentafødsel"
"BKXB1";"Assisteret fødsel af placenta"
"BKXB10";"Assisteret fødsel af placenta ved at lægge barn til bryst"
"BKXB11";"Assisteret fødsel af placenta ved akupunktur"
"BKXB12";"Assist.fødsel af placenta ved brug af syntocinon i navlesnor"
"BKXB13";"Assisteret fødsel af placenta ved zoneterapi"
"BKXC";"Intervention ved blødning efter fødsel"
"BKXC0";"Kugling af uterus"
"BKXC1";"ompression af uterus"
"BKXG";"Assistance ved abort"
"BKXG0";"Assistance ved spontan abort"
"BKXG1";"Assistance ved provokeret abort"
"BL";"Bevægeapparatet"
"BLD";"Behandling med proteser, ortoser og ortopædisk fodtøj"
"BLDD";"Behandling med overekstremitetsprotese"
"BLDD0";"Behandling med hemiscapulær protese"
"BLDD00";"Behandling med kosmetisk hemiscapulær protese"
"BLDD01";"Behandling med konventionel hemiscapulær protese"
"BLDD02";"Behandling med myo-elektrisk hemiscapulær protese"
"BLDD03";"Behandling med kosmetisk skulderprotese"
"BLDD04";"Behandling med speciel hemiscapulær protese"
"BLDD1";"Behandling med skulderexartikulationsprotese"
"BLDD10";"Behandling med kosmetisk skulderexartikulationsprotese"
"BLDD11";"Behandling med konventionel skulderexartikulationsprotese"
"BLDD12";"Behandling med myo-elektrisk skulderexartikulationsprotese"
"BLDD13";"Behandling med speciel skulderexartikulationsprotese"
"BLDD2";"Behandling med overarmsprotese"
"BLDD20";"Behandling med kosmetisk overarmsprotese"
"BLDD21";"Behandling med konventionel overarmsprotese"
"BLDD22";"Behandling med myo-elektrisk overarmsprotese"
"BLDD23";"Behandling med speciel overarmsprotese"
"BLDD3";"Behandling med albueexartikulationsprotese"
"BLDD30";"Behandling med kosmetisk albueexartikulationsprotese"
"BLDD31";"Behandling med konventionel albueexartikulationsprotese"
"BLDD32";"Behandling med myo-elektrisk albueexartikulationsprotese"
"BLDD33";"Behandling med speciel albueexartikulationsprotese"
"BLDD4";"Behandling med underarmsprotese"
"BLDD40";"Behandling med kosmetisk underarmsprotese"
"BLDD41";"Behandling med konventionel underarmsprotese"
"BLDD42";"Behandling med myo-elektrisk underarmsprotese"
"BLDD43";"Behandling med speciel underarmsprotese"
"BLDD5";"Behandling med håndledsexartikulationsprotese"
"BLDD50";"Behandling med kosmetisk håndledsexartikulationsprotese"
"BLDD51";"Behandling med konventionel håndledsexartikulationsprotese"
"BLDD52";"Behandling med myo-elektrisk håndledsexartikulations-protese"
"BLDD53";"Behandling med speciel håndledsexartikulationsprotese"
"BLDD6";"Behandling med partiel håndprotese"
"BLDE";"Behandling med underekstremitetsprotese"
"BLDE0";"Behandling med hemipelvectomiprotese"
"BLDE00";"Behandling med speciel hemipelvectomiprotese"
"BLDE1";"Behandling med hofteexartikulationsprotese"
"BLDE10";"Behandling med speciel hofteexartikulationsprotese"
"BLDE2";"Behandling med femurprotese"
"BLDE20";"Behandling med speciel femurprotese"
"BLDE3";"Behandling med knæexartikualtionsprotese"
"BLDE30";"Behandling med speciel knæexartikualtionsprotese"
"BLDE4";"Behandling med crusprotese"
"BLDE40";"Behandling med PTB crusprotese"
"BLDE41";"Behandling med speciel PTB crusprotese"
"BLDE42";"Behandling med crusprotese med lårstykke"
"BLDE43";"Behandling med speciel crusprotese med lårstykke"
"BLDE44";"Behandling med Symes-protese"
"BLDE45";"Behandling med speciel Symes-protese"
"BLDE46";"Behandling med Pirogoff-protese"
"BLDE47";"Behandling med speciel Pirogoff-protese"
"BLDE5";"Behandling med kortbensprotese"
"BLDE50";"Behandling med kortbensprotese uden knæled"
"BLDE51";"Behandling med kortbensprotese med knæled"
"BLDE6";"Behandling med partiel lægprotese"
"BLDE7";"Behandling med partiel fodprotese"
"BLDF";"Behandling med ortopædisk fodtøj"
"BLDF0";"Behandling med ortopædisk standardfodtøj"
"BLDF1";"Behandling med håndsyet ortopædisk fodtøj"
"BLDG";"Behandling med ortoser"
"BLDG0";"Behandling med overekstremitetsortose"
"BLDG00";"Behandling med skulderortose"
"BLDG01";"Behandling med skulder-albueortose"
"BLDG02";"Behandling med skulder-albue-håndledortose"
"BLDG03";"Behandling med skulder-albue-håndled-håndortose"
"BLDG2";"Behandling med underekstremitetsortose"
"BLDG20";"Behandling med fodortose"
"BLDG21";"Behandling med ankel-fodortose"
"BLDG22";"Behandling med knæortose"
"BLDG23";"Behandling med knæ-ankel-fodortose"
"BLDG24";"Behandling med hofteortose"
"BLDG25";"Behandling med hofte-knæ-ankel-fodortose"
"BLDG5";"Korsetbehandling"
"BLDG50";"Behandling med stofkorset"
"BLDG51";"Behandling med specialkorset"
"BLDG6";"Behandling med halskrave"
"BLDG60";"Behandling med blød halskrave"
"BLDG61";"Behandling med speciel halskrave"
"BLDZ";"Delprocedurer ved beh.m. proteser, ortoser og ortopæd.fodtøj"
"BLDZ0";"Måltagning til protese, ortose og ortopædisk fodtøj"
"BLDZ00";"Måltagning til protese"
"BLDZ01";"Måltagning til ortose"
"BLDZ02";"Måltagning til ortopædisk fodtøj"
"BLDZ1";"Prøvning af protese, ortose og ortopædisk fodtøj"
"BLDZ10";"Prøvning af protese"
"BLDZ11";"Prøvning af ortose"
"BLDZ12";"Prøvning af ortopædisk fodtøj"
"BLDZ2";"Tilpasning af protese, ortose og ortopædisk fodtøj"
"BLDZ20";"Tilpasning af protese"
"BLDZ21";"Tilpasning af ortose"
"BLDZ22";"Tilpasning af ortopædisk fodtøj"
"BLDZ3";"Træning med protese, ortose og ortopædisk fodtøj"
"BLH";"Medikamentel behandling af lidelser i bevægeapparatet"
"BLHM";"Med.systemisk beh. af lidelser i muskler, led og knogler"
"BLHM0";"Behandling med NSAID"
"BLHM2";"Behandling med langsomtvirkende antirheumatika"
"BLHM3";"Behandling med lavdosis cytostatica"
"BLHM4";"Medikamentel behandling med urinsyresænkende middel"
"BLHM5";"Behandling med antirheumatika til udvortes brug"
"BLHM6";"Behandling med muskelrelakserende middel"
"BLHM7";"Behandling med immunmodulerende middel"
"BLHN";"Medikamentel lokalbeh. af lidelser i muskler, led og knogler"
"BLHN0";"Terapeutisk steroidinjektion i led og bløddele"
"BLHN00";"Terapeutisk steroidinjektion i led på overekstremitet"
"BLHN01";"Terapeutisk steroidinjektion i led på underekstremitet"
"BLHN05";"Terapeutisk steroidinjektion i muskulatur"
"BLHN1";"Terapeutisk blokade i led og bløddele"
"BLHN10";"Terapeutisk blokade i led og bløddele på overekstremitet"
"BLHN11";"Terapeutisk blokade i led og bløddele på ryg og kolumna"
"BLHN12";"Terapeutisk blokade i led og bløddele på underekstremitet"
"BLHN8";"Anden med. lokalbeh. af lidelser i muskler, led og knogler"
"BLHN80";"Osmiumsyresynovektomi"
"BLK";"Pædagogiske interv. vedr.bevægeapparatets tilstand og funkt."
"BLKA";"Pædagogisk intervention i forb.m.beh.af ryglidelse"
"BLKA0";"Rådgivning om rygøvelser"
"BLKB";"Pædagogisk handling i forb. med beh. af fodlidelse"
"BLKB0";"Vejledning vedrørende fodtøj og -pleje"
"BLKC";"Pædagogisk handling i forb. med brug af hjælpemiddel"
"BLKC0";"Vejledning i anvendelse af hjælpemiddel"
"BLKC00";"Vejledning i anvendelse af krykkestok"
"BLKC01";"Vejledning i anvendelse af rollator og gangbuk"
"BLKC02";"Vejledning i anvendelse af kørestol"
"BLKC03";"Vejledning i anvendelse af tilpasset værktøj"
"BLKD";"Pædagogisk intervention i forbindelse med bandagebehandling"
"BLKD0";"Vejledning i pasning af gipsbandage"
"BLKX";"Instruktion i afspænding"
"BLKZ";"Instruktion i anvendelse af træningsmaskiner"
"BLKZ0";"Selvtræning efter instruktion i træningsrum"
"BLN";"Interv.m. rel.til bevægeapparatets tilstand og funktion"
"BLNA";"Biomekanisk bevægelsesterapi"
"BLNA0";"Konditionstræning til øgning af aerobe kapacitet"
"BLNA1";"Mobilitetstræning ved aktiv øgning af bevægelighed"
"BLNA2";"Strækninger ved aktiv udspænding af væv"
"BLNA3";"Styrketræning til øgning af maximale muskelkraft,"
"BLNA30";"Koncentrisk styrketræning"
"BLNA31";"Excentrisk styrketræning"
"BLNA32";"Isometrisk styrketræning"
"BLNA4";"Udholdenhedstræning til øgning af muskulær udholdenhed"
"BLNA40";"Koncentrisk udholdenhedstræning"
"BLNA41";"Excentrisk udholdenhedstræning"
"BLNA42";"Isometrisk udholdenhedstræning"
"BLNA5";"Cirkulationsbefordrende øvelser"
"BLNA6";"Vedligeholdelsestræning ved immobilisering"
"BLNC";"Neuromuskulær bevægelsesterapi"
"BLNC0";"Grundmotorisk træning af basisfunktioner"
"BLNC00";"Grundmotorisk træning med henblik på at vende sig"
"BLNC01";"Grundmotorisk træning mhp på at rejse sig fra ligg.til sidd."
"BLNC02";"Grundmotorisk træning med henblik på at lægge sig ned"
"BLNC03";"Grundmotorisk træning mhpat rejse sig fra sidd.til ståe.stil"
"BLNC04";"Grundmotorisk træning med henblik på at sætte sig"
"BLNC05";"Grundmotorisk træning med henblik på siddefunktionen"
"BLNC06";"Grundmotorisk træning med henblik på standfunktionen"
"BLNC07";"Grundmotorisk træning med henblik på gangfunktionen"
"BLNC08";"Grundmotorisk træning med henblik på trappegangfunktionen"
"BLNC09";"Grundmotorisk træning med henblik på brug af hjælpemiddel"
"BLNC1";"Træning af posturalitet og balance"
"BLNC10";"Træning af posturalitet"
"BLNC11";"Træning af balance"
"BLNC2";"Neurofysioterapi med henblik på facilitering"
"BLNC20";"Facilitering ved hjælp af sansestimulering."
"BLNC21";"Facilitering ved hjælp af guiding"
"BLNC22";"Facilitering ved hjælp af approximation"
"BLNC23";"Facilitering ved hjælp af separation."
"BLNC24";"Facilitering ved hjælp af strækreflexudløsning"
"BLNC25";"Facilitering ved hjælp af modstandsøvelser."
"BLNC3";"Neurofysioterapi med henblik på kognition"
"BLNC30";"Neurofysioterapi med focus på neglect"
"BLNC31";"Neurofysioterapi med focus på rum og retning"
"BLNC32";"Neurofysioterapi med focus på koncentration"
"BLNC33";"Neurofysioterapi med focus på initiativ"
"BLNC34";"Neurofysioterapi med focus på perception"
"BLNC35";"Neurofysioterapi med focus på praksi"
"BLNC4";"Kontrakturprofylakse ved neurofysioterapi"
"BLNC40";"Kontrakturprofylakse ved hjælp af reflekshæmning."
"BLNC41";"Kontrakturprofylakse ved hjælp af bandagering"
"BLNC42";"Kontrakturprofylakse ved hjælp af mobilisering"
"BLNC43";"Kontrakturprofylakse ved hjælp af lejring"
"BLNC5";"Koordinationstræning"
"BLNC50";"Koordinationstræning med henblik på præcision"
"BLNC51";"Koordinationstræning med henblik på rytme"
"BLNC52";"Koordinationstræning med henblik på timing"
"BLNC6";"Neurofysioterapi med henblik på motorisk kontrol"
"BLNC60";"Stabilitetstræning ved neurofysioterapi"
"BLNC61";"Mobilitetstræning ved neurofysioterapi"
"BLNC7";"Sanseintegrationstræning ved neurofysioterapi"
"BLNC8";"Tonusregulering ved neurofysioterapi"
"BLNC9";"Proprioceptiv træning"
"BLNG";"Manuel terapi inkl. bløddelsbehandl.og ledmobilisering"
"BLNG0";"Bløddelsbehandling ved manuel terapi"
"BLNG00";"Generel cirkulationsbefordrende massage"
"BLNG01";"Specifik cirkulationsbefordrende massage"
"BLNG02";"Tonusregulerende massage"
"BLNG03";"Relakserende massage"
"BLNG04";"Massage med henblik på normalisering af væv"
"BLNG05";"Psoasmassage"
"BLNG06";"Massage af bækkenbundsmuskulatur"
"BLNG1";"Ledmobilisering"
"BLNG10";"Generel passiv ledmobilisering"
"BLNG11";"Ledfrigøring ved specifik artikulering af et led"
"BLNG13";"Separation af ledflader ved manuel traktion"
"BLNG2";"Manipulation af kolumna og led"
"BLNG20";"Manipulation af columna cervicalis"
"BLNG21";"Manipulation af columna lumbalis"
"BLNG22";"Artikulering af kolumna ud over normal bevægebane"
"BLNG3";"Manuel udspændingsbehandling"
"BLNG30";"Generel passiv vævsudspænding,"
"BLNG31";"Specifik passiv vævsudspænding,"
"BLNG32";"Redressering"
"BLNG4";"Neuroreflektorisk behandling"
"BLNG40";"Bindevævsmassage"
"BLNG41";"Sensorisk stimulation ved manuel terapi"
"BLNG42";"Bindevævsudspænding ved manuel terapi"
"BLNG43";"Acupressure"
"BLNJ";"Apparaturbehandling af lidelse i bevægeapparatet"
"BLNJ0";"Elektroterapi"
"BLNJ00";"Behandling med elektrisk muskelstimulation (EMS)"
"BLNJ01";"Behandling med neuromuskulær stimulation (NMS)"
"BLNJ02";"Behandling med funktionel el-stimulation, FES"
"BLNJ03";"Behandling med transkutan elektrisk nervestimulation (TENS)"
"BLNJ04";"Behandling med kombinationselektroterapi"
"BLNJ05";"Ekstrakorporal shockbølge-terapi (ESWT)"
"BLNJ1";"Laserbehandling"
"BLNJ10";"Bløddelsbehandling med laser"
"BLNJ2";"Indøvelse af muskelkontrol ved bio-feed-back"
"BLNJ20";"Vandladningstræning med bio-feed-back"
"BLNJ21";"Behandling af muskelspændinger med bio-feed-back"
"BLNJ22";"Behandling af lammelse med bio-feed-back"
"BLNJ23";"Stimul.med bio-feedback til muskelaktiv.efter immobilisation"
"BLNJ24";"Træning med biofeed-back ved analinkontinens"
"BLNJ3";"Mekanisk terapi"
"BLNJ30";"Maskinel traktionsbehandling"
"BLNJ31";"Maskinel mobiliseringsbehandling"
"BLNJ32";"Behandling med trykbandager"
"BLNJ33";"Ultralydbehandling"
"BLNJ34";"Vibrationsbehandling"
"BLNJ35";"Whirlpool-behandling"
"BLNJ4";"Strækbehandling af kolumna"
"BLNJ40";"Strækbehandling af columna cervicalis"
"BLNJ41";"Strækbehandling af columna lumbalis"
"BLNJ5";"Strækbehandling af ekstremiteter"
"BLNJ50";"Strækbehandling af skulder og overarm"
"BLNJ51";"Strækbehandling af albue og underarm"
"BLNJ52";"Strækbehandling af håndled, hånd og fingre"
"BLNJ53";"Strækbehandling af hofte og lårben"
"BLNJ54";"Strækbehandling af knæ og underben"
"BLNJ55";"Strækbehandling af ankelled, fod og tæer"
"BLNK";"Termoterapi ved lidelser i bevægeapparatet"
"BLNK6";"Termoterapi"
"BLNK60";"Behandling med ethyl-chlorid spray"
"BLNK61";"Behandling med ispakninger"
"BLNK62";"Behandling med kolde pakninger"
"BLNK63";"Behandling med varme pakninger"
"BLNK64";"Behandling med kortbølge"
"BLNK65";"Behandling med mikrobølge"
"BLNK66";"Behandling med paraffinbade"
"BLNK67";"Behandling med sandboks"
"BLNK68";"Behandling med vekselbade"
"BLNN";"Interventioner i forbindelse med mobilisering"
"BLNN0";"Generel mobilisering"
"BLNN01";"Aktiv generel mobilisering"
"BLNN1";"Kompenserende handling mhp. forflytning"
"BLNN10";"Kompenserende handling mhp. at komme ud af seng"
"BLNN11";"Kompenserende handling mhp. at komme i seng"
"BLNN12";"Kompenserende handling mhp. at komme op af stol"
"BLNN13";"Kompenserende handling mhp. at komme i stol"
"BLNN2";"Kompenserende støtte ved træning"
"BLNN20";"Kompenserende støtte ved gangtræning"
"BLNN21";"Kompenserende støtte ved trappetræning"
"BLNN22";"Kompenserende støtte ved brug af motionscykling"
"BLNN23";"Kompenserende støtte ved sengecykling"
"BLNN24";"Kompenserende støtte ved deltagelse i sport"
"BLNN3";"Komp. handling mhp. påsætning af ekstremitets-protese"
"BLNN30";"Kompenserende handling mhp. påsætning af armprotese"
"BLNN31";"Kompenserende handling mhp. påsætning af håndprotese"
"BLNN32";"Kompenserende handling mhp. påsætning af femurprotese"
"BLNN33";"Kompenserende handling mhp. påsætning af crusprotese"
"BLNO";"Interventioner i forbindelse med lejring"
"BLNO0";"Vending af patient i seng"
"BLNO1";"Elevation mhp hensigtsmæssig lejring af patient"
"BLNO10";"Elevering af hovedgærde"
"BLNO11";"Elevering af overekstremitet"
"BLNO12";"Elevering af underekstremitet"
"BLNR";"Aktivitetstræning af fysisk funktion"
"BLNR0";"Træning/stimulering af generel fysisk funktion ved aktiv."
"BLNR1";"Vedligeholdelse af generel fysisk funktion ved aktivitet"
"BLNR2";"Sanseintegrationstræning ved aktivitet"
"BLNR3";"Træning og stim.af specifik fysisk funktion ved aktivitet"
"BLNR30";"Sansetræning ved aktivitet"
"BLNR31";"Tonusnormalisering ved aktivitet"
"BLNR32";"Balancetræn.v. siddende,stående og gående stilling v.aktiv."
"BLNR33";"Instruktion i og korrektion af bevægemønstre ved aktivitet"
"BLNR34";"Træning af ledbevægelighed ved aktivitet"
"BLNR35";"Arvævsbehandling ved aktivitet"
"BLNR36";"Ergoterapeutisk kontrakturbehandling"
"BLNR37";"Krafttræning ved aktivitet"
"BLNR39";"Udholdenhedstræning ved aktivitet"
"BLNR3A";"Koordinationstræning ved aktivitet"
"BLNR3B";"Kompensation for fysisk dysfunktion ved aktivitetstræning"
"BLNR3C";"Vedligeholdelsestræning af specifik fysisk funktion"
"BLP";"Mobilisering,immobilisering, forbinding m rel. til bevægeapp"
"BLPA";"Immobilisering og forbinding af ekstremitet"
"BLPA0";"Skinnebehandling af ekstremitet"
"BLPA1";"Skinnebehandling af skulderled og overarm"
"BLPA10";"Skinnebeh. af skulderled og overarm,blød bandage inkl støtte"
"BLPA11";"Skinnebeh. af skulderled og overarm, hård præfabr.skinne"
"BLPA12";"Skinnebeh. af skulderled og overarm, modellerbart materiale"
"BLPA13";"Skinnebeh. af skulderled og overarm,indiv.fremstil.bandage"
"BLPA2";"Skinnebehandling af albue og underarm"
"BLPA20";"Skinnebeh. af albue og underarm,blød bandage inkl støttebind"
"BLPA21";"Skinnebeh. af albue og underarm, hård præfabr. skinne"
"BLPA22";"Skinnebeh. af albue og underarm, modellerbart materiale"
"BLPA23";"Skinnebeh. af albue og underarm, indiv.fremstillet bandage"
"BLPA3";"Skinnebehandling af hånd og håndled"
"BLPA30";"Skinnebeh. af hånd og håndled, blød bandage incl. Støttebind"
"BLPA31";"Skinnebeh. af hånd og håndled, hård præfabrikeret skinne"
"BLPA32";"Skinnebeh. af hånd og håndled, modellerbart materiale"
"BLPA33";"Skinnebeh. af hånd og håndled, individuelt fremstil. bandage"
"BLPA4";"Skinnebehandling af finger"
"BLPA40";"Skinnebeh. af fingre, blød bandage inkl. støttebind"
"BLPA41";"Skinnebeh. af fingre, hård præfabrik. skinne eller bandage"
"BLPA42";"Skinnebeh. af fingre, modellerbart materiale inkl. gips"
"BLPA43";"Skinnebeh. af fingre, individuelt fremstillet bandage"
"BLPA5";"Skinnebehandling af hofte og lår"
"BLPA50";"Skinnebeh. af hofte og lår, blød bandage inkl. støttebind"
"BLPA51";"Skinnebehandling af hofte og lår, hård præfabrikeret skinne"
"BLPA52";"Skinnebeh. af hofte og lår, modellerbart materiale inkl gips"
"BLPA53";"Skinnebeh. af hofte og lår, individuelt fremstillet bandage"
"BLPA6";"Skinnebehandling af knæ"
"BLPA60";"Skinnebehandling af knæ, blød bandage inck støttebind"
"BLPA61";"Skinnebehandling af knæ, hård præfabrikeret skinne"
"BLPA62";"Skinnebehandling af knæ, modellarbart materiale inkl gips"
"BLPA63";"Skinnebehandling af knæ, individuelt fremstillet bandage"
"BLPA7";"Skinnebehandling af underben"
"BLPA70";"Skinnebehandling af underben, blød bandage inck støttebind"
"BLPA71";"Skinnebehandling af underben, hård præfabrikeret skinne"
"BLPA72";"Skinnebeh. af underben, modellarbart materiale inkl gips"
"BLPA73";"Skinnebeh. af underben, individuelt fremstillet bandage"
"BLPA8";"Skinnebehandling af ankelled og fod"
"BLPA80";"Skinnebeh. af ankelled og fod, blød bandage inck støttebind"
"BLPA81";"Skinnebeh. af ankelled og fod, hård præfabrikeret skinne"
"BLPA82";"Skinnebeh. af ankelled og fod, modellerbart mat. inkl gips"
"BLPA83";"Skinnebeh. af ankelled og fod, individ. fremstillet bandage"
"BLPB";"Bandagering af columna"
"BLPB0";"Bandagering af columna og bækken"
"BLPB00";"Bandag. af columna og bækken, blød bandage inkl støttebind"
"BLPB01";"Bandagering af columna og bækken, hård præfabrikeret skinne"
"BLPB02";"Bandagering af columna og bækken,modellerbart mat. inkl gips"
"BLPB03";"Bandagering af columna og bækken, individ. fremst. Bandage"
"BLPB1";"Bandagering af columna cervicalis"
"BLPB10";"Bandager. af columna cervicalis, bl. bandage inkl støttebind"
"BLPB11";"Bandagering af columna cervicalis, hård præfabrikeret skinne"
"BLPB12";"Bandager. af columna cervicalis,modellerbart mat. inkl gips"
"BLPB13";"Bandagering af columna cervicalis, individ. fremst. bandage"
"BLPC";"Immobilisering af overekstremitet med cirkulær bandage"
"BLPC0";"Behandling af overekstremitet med cirkulær bandage"
"BLPC00";"Beh. af overekstremitet med cirkulær bandage, blød"
"BLPC01";"Beh. af overekstr. m. cirkulær bandage, hård præfabr.."
"BLPC02";"Beh. af overekstremitet med cirkulær bandage, modellerbart"
"BLPC03";"Beh. af overekstremitet m. cirkulær bandage, individ. frems."
"BLPC1";"Behandling af skulderled og overarm med cirkulær bandage"
"BLPC10";"Beh. af skulderled og overarm m. cirkulær bandage, blød"
"BLPC11";"Beh. af skulderled og overarm m. cirkulær bandage, hård"
"BLPC12";"Beh. af skulderled og overarm m. cirkulær bandage,modellerb."
"BLPC13";"Beh. af skulderled og overarm m. cirkulær bandage, individ."
"BLPC2";"Behandling af albue og underarm med cirkulær bandage"
"BLPC20";"Beh. af albue og underarm m. cirkulær bandage, blød"
"BLPC21";"Beh. af albue og underarm m. cirkulær bandage, hård præfabr."
"BLPC22";"Beh. af albue og underarm m. cirkulær bandage, modellerbart"
"BLPC23";"Beh. af albue og underarm m. cirkulær bandage,individ.frems."
"BLPC3";"Behandling af hånd og håndled med cirkulær bandage"
"BLPC30";"Beh. af hånd og håndled m. cirkulær bandage, blød"
"BLPC31";"Beh. af hånd og håndled m. cirkulær bandage, hård præfabr."
"BLPC32";"Beh. af hånd og håndled m. cirkulær bandage, modellerbart"
"BLPC33";"Beh. af hånd og håndled m. cirkulær bandage, individ. frems."
"BLPC4";"Behandling af finger med cirkulær bandage"
"BLPC40";"Beh. af fingre med cirkulær bandage, blød bandage"
"BLPC41";"Beh. af fingre med cirkulær bandage, hård præfabrikeret."
"BLPC42";"Beh. af fingre med cirkulær bandage, modellerbart materiale"
"BLPC43";"Beh. af fingre med cirkulær bandage, individ. fremstillet"
"BLPD";"Immobilisering af underekstremitet med cirkulær bandage"
"BLPD0";"Behandling af underekstremitet med cirkulær bandage"
"BLPD00";"Beh. af underekstremitet med cirkulær bandage, blød"
"BLPD01";"Beh. af underekstremitet m. cirkulær bandage, hård præfabr.."
"BLPD02";"Beh. af underekstremitet med cirkulær bandage, modellerbart"
"BLPD03";"Beh. af underekstremitet m. cirkulær bandage,individ. frems."
"BLPD1";"Behandling af hofte og lår med cirkulær bandage"
"BLPD10";"Beh. af hofte og lår  med cirkulær bandage, blød"
"BLPD11";"Beh. af hofte og lår med cirkulær bandage, hård præfabr."
"BLPD12";"Beh. af hofte og lår med cirkulær bandage, modellerbart"
"BLPD13";"Beh. af hofte og lår med cirkulær bandage, individ. frems."
"BLPD2";"Behandling af knæ med cirkulær bandage"
"BLPD20";"Beh. af knæ med cirkulær bandage, blød bandage inkl.støtte"
"BLPD21";"Beh. af knæ med cirkulær bandage, hård præfabr."
"BLPD22";"Beh. af knæ med cirkulær bandage, modellerbart materiale"
"BLPD23";"Beh. af knæ med cirkulær bandage, individuelt fremstillet"
"BLPD3";"Behandling af underben med cirkulær bandage"
"BLPD30";"Beh. af underben med cirkulær bandage, blød bandage"
"BLPD31";"Beh. af underben med cirkulær bandage, hård præfabr."
