Code;text;Note
NDG95;"Cita veida plaukstpamata vai plaukstas locitavas rezekcija, rekonstrukcija vai artrodeze; cita delnas pamata un pirksta locitava (art. metacarpophalan";
NDG96;"Cita veida plaukstpamata vai plaukstas locitavas rezekcija, rekonstrukcija vai artrodeze; starpfalangu locitava (art. interphalangea)";
NDG97;"Cita veida plaukstpamata vai plaukstas locitavas rezekcija, rekonstrukcija vai artrodeze; cita plaukstas locitava";
NDH00;"Plaukstpamata locitavas izmezgijuma repozicija; slegta";Nav jaieklauj: Protezes repozicija
NDH01;"Plaukstpamata locitavas izmezgijuma repozicija; artroskopiska";
NDH02;"Plaukstpamata locitavas izmezgijuma repozicija; valeja";
NDH10;"Citas plaukstas locitavas izmezgijuma repozicija; slegta";
NDH11;"Citas plaukstas locitavas izmezgijuma repozicija; artroskopiska";Nav jaieklauj: Protezes repozicija
NDH12;"Citas plaukstas locitavas izmezgijuma repozicija; valeja";
NDH20;"Plaukstpamata vai plaukstas locitavas endoprotezes izmezgijuma repozicija; slegta";
NDH21;"Plaukstpamata vai plaukstas locitavas endoprotezes izmezgijuma repozicija; artroskopiska";
NDH22;"Plaukstpamata vai plaukstas locitavas endoprotezes izmezgijuma repozicija; valeja";
NDH30;"Plaukstpamata vai plaukstas locitavas atbrivosana no saaugumiem; slegta";
NDH31;"Plaukstpamata vai plaukstas locitavas atbrivosana no saaugumiem; artroskopiska";
NDH32;"Plaukstpamata vai plaukstas locitavas atbrivosana no saaugumiem; valeja";
NDH40;"Sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana no plaukstpamata vai plaukstas locitavas; slegta";
NDH41;"Sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana no plaukstpamata vai plaukstas locitavas; artroskopiska";
NDH42;"Sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana no plaukstpamata vai plaukstas locitavas; valeja";
NDH50;"Plaukstpamata vai plaukstas locitavas intraartikularas eksostozes vai osteofita rezekcija; slegta";
NDH51;"Plaukstpamata vai plaukstas locitavas intraartikularas eksostozes vai osteofita rezekcija; artroskopiska";
NDH52;"Plaukstpamata vai plaukstas locitavas intraartikularas eksostozes vai osteofita rezekcija; valeja";
NDH70;"Plaukstpamata vai plaukstas locitavas operacija paraduma mezgijuma del; slegta";
NDH71;"Plaukstpamata vai plaukstas locitavas operacija paraduma mezgijuma del; artroskopiska";
NDH72;"Plaukstpamata vai plaukstas locitavas operacija paraduma mezgijuma del; valeja";
NDH90;"Cita veida plaukstpamata vai plaukstas locitavas operacija; slegta";Nav jaieklauj: Visas manipulacijas, kas ieklautas NDB-NDG
NDH91;"Cita veida plaukstpamata vai plaukstas locitavas operacija; artroskopiska";Nav jaieklauj: Visas manipulacijas, kas ieklautas NDB-NDG
NDH92;"Cita veida plaukstpamata vai plaukstas locitavas operacija; valeja";Nav jaieklauj: Visas manipulacijas, kas ieklautas NDB-NDG
NDJ00;"Plaukstpamata vai plaukstas luzuma slegta repozicija; laivveida kauls (os scaphoideum)";
NDJ01;"Plaukstpamata vai plaukstas luzuma slegta repozicija; citi plaukstpamata kauli";
NDJ02;"Plaukstpamata vai plaukstas luzuma slegta repozicija; metakarpalais (delnas) kauls";
NDJ03;"Plaukstpamata vai plaukstas luzuma slegta repozicija; falanga";
NDJ10;"Plaukstpamata vai plaukstas luzuma valeja repozicija; laivveida kauls (os scaphoideum)";
NDJ11;"Plaukstpamata vai plaukstas luzuma valeja repozicija; citi plaukstpamata kauli";
NDJ12;"Plaukstpamata vai plaukstas luzuma valeja repozicija; metakarpalais (delnas) kauls";
NDJ13;"Plaukstpamata vai plaukstas luzuma valeja repozicija; falanga";
NDJ20;"Plaukstpamata vai plaukstas luzuma areja fiksacija; laivveida kauls (os scaphoideum)";
NDJ21;"Plaukstpamata vai plaukstas luzuma areja fiksacija; citi plaukstpamata kauli";
NDJ22;"Plaukstpamata vai plaukstas luzuma areja fiksacija; metakarpalais (delnas) kauls";
NDJ23;"Plaukstpamata vai plaukstas luzuma areja fiksacija; falanga";
NDJ30;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot bioimplantatu; laivveida kauls (os scaphoideum)";
NDJ31;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot bioimplantatu; citi plaukstpamata kauli";
NDJ32;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot bioimplantatu; metakarpalais (delnas) kauls";
NDJ33;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot bioimplantatu; falanga";
NDJ40;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; laivveida kauls (os scaphoideum)";
NDJ41;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; citi plaukstpamata kauli";
NDJ42;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; metakarpalais (delnas) kauls";
NDJ43;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; falanga";
NDJ50;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot intramedularu naglu; laivveida kauls (os scaphoideum)";
NDJ51;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot intramedularu naglu; citi plaukstpamata kauli";
NDJ52;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot intramedularu naglu; metakarpalais (delnas) kauls";
NDJ53;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot intramedularu naglu; falanga";
NDJ60;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot plaksni un skruves; laivveida kauls (os scaphoideum)";
NDJ61;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot plaksni un skruves; citi plaukstpamata kauli";
NDJ62;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot plaksni un skruves; metakarpalais (delnas) kauls";
NDJ63;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot plaksni un skruves; falanga";
NDJ70;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot tikai skruves; laivveida kauls (os scaphoideum)";
NDJ71;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot tikai skruves; citi plaukstpamata kauli";
NDJ72;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot tikai skruves; metakarpalais (delnas) kauls";
NDJ73;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot tikai skruves; falanga";
NDJ80;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; laivveida kauls (os scaphoideum)";Piemeram: Izmantojot slidoso naglu
NDJ81;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; citi plaukstpamata kauli";Piemeram: Izmantojot slidoso naglu
NDJ82;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; metakarpalais (delnas) kauls";Piemeram: Izmantojot slidoso naglu
NDJ83;"Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; falanga";Piemeram: Izmantojot slidoso naglu
NDJ90;"Cita veida plaukstpamata vai plaukstas luzumu  kirurgija; laivveida kauls (os scaphoideum)";
NDJ91;"Cita veida plaukstpamata vai plaukstas luzumu  kirurgija; citi plaukstpamata kauli";
NDJ92;"Cita veida plaukstpamata vai plaukstas luzumu  kirurgija; metakarpalais (delnas) kauls";
NDJ93;"Cita veida plaukstpamata vai plaukstas luzumu  kirurgija; falanga";
NDK00;"Plaukstpamata vai plaukstas kaula fragmenta rezekcija; laivveida kauls (os scaphoideum)";Jaieklauj: Sekvestrektomija
NDK01;"Plaukstpamata vai plaukstas kaula fragmenta rezekcija; citi plaukstpamata kauli";Jaieklauj: Eksostozes ekscizija, kas nav saistita ar locitavu
NDK02;"Plaukstpamata vai plaukstas kaula fragmenta rezekcija; metakarpalais (delnas) kauls";
NDK03;"Plaukstpamata vai plaukstas kaula fragmenta rezekcija; falanga";
NDK10;"Plaukstpamata vai paukstas Parciala vai Totala kaula rezekcija; laivveida kauls (os scaphoideum)";
NDK11;"Plaukstpamata vai paukstas Parciala vai Totala kaula rezekcija; citi plaukstpamata kauli";
NDK12;"Plaukstpamata vai paukstas Parciala vai Totala kaula rezekcija; metakarpalais (delnas) kauls";
NDK13;"Plaukstpamata vai paukstas Parciala vai Totala kaula rezekcija; falanga";
NDK20;"Plaukstpamata vai plaukstas kaula fenestracija vai tunelizacija; laivveida kauls (os scaphoideum)";
NDK21;"Plaukstpamata vai plaukstas kaula fenestracija vai tunelizacija; citi plaukstpamata kauli";
NDK22;"Plaukstpamata vai plaukstas kaula fenestracija vai tunelizacija; metakarpalais (delnas) kauls";
NDK23;"Plaukstpamata vai plaukstas kaula fenestracija vai tunelizacija; falanga";
NDK30;"Plaukstpamata vai plaukstas kaula cistas kiretaza; laivveida kauls (os scaphoideum)";
NDK31;"Plaukstpamata vai plaukstas kaula cistas kiretaza; citi plaukstpamata kauli";
NDK32;"Plaukstpamata vai plaukstas kaula cistas kiretaza; metakarpalais (delnas) kauls";
NDK33;"Plaukstpamata vai plaukstas kaula cistas kiretaza; falanga";
NDK40;"Plaukstpamata vai plaukstas epifiziodeze; laivveida kauls (os scaphoideum)";
NDK41;"Plaukstpamata vai plaukstas epifiziodeze; citi plaukstpamata kauli";
NDK42;"Plaukstpamata vai plaukstas epifiziodeze; metakarpalais (delnas) kauls";
NDK43;"Plaukstpamata vai plaukstas epifiziodeze; falanga";
NDK50;"Plaukstpamata vai plaukstas lenkiska, rotacijas vai nobides osteotomija; laivveida kauls (os scaphoideum)";
NDK51;"Plaukstpamata vai plaukstas lenkiska, rotacijas vai nobides osteotomija; citi plaukstpamata kauli";
NDK52;"Plaukstpamata vai plaukstas lenkiska, rotacijas vai nobides osteotomija; metakarpalais (delnas) kauls";
NDK53;"Plaukstpamata vai plaukstas lenkiska, rotacijas vai nobides osteotomija; falanga";
NDK60;"Plaukstpamata vai plaukstas pagarinasanas vai saisinasanas osteotomija; laivveida kauls (os scaphoideum)";
NDK61;"Plaukstpamata vai plaukstas pagarinasanas vai saisinasanas osteotomija; citi plaukstpamata kauli";
NDK62;"Plaukstpamata vai plaukstas pagarinasanas vai saisinasanas osteotomija; metakarpalais (delnas) kauls";
NDK63;"Plaukstpamata vai plaukstas pagarinasanas vai saisinasanas osteotomija; falanga";
NDK70;"Plaukstpamata vai plaukstas kaula parvietosanas operacijas; laivveida kauls (os scaphoideum)";
NDK71;"Plaukstpamata vai plaukstas kaula parvietosanas operacijas; citi plaukstpamata kauli";
NDK72;"Plaukstpamata vai plaukstas kaula parvietosanas operacijas; metakarpalais (delnas) kauls";
NDK73;"Plaukstpamata vai plaukstas kaula parvietosanas operacijas; falanga";
NDK80;"Plaukstpamata vai plaukstas epifizealas augsanas platnites trakcijas pagarinasana; laivveida kauls (os scaphoideum)";
NDK81;"Plaukstpamata vai plaukstas epifizealas augsanas platnites trakcijas pagarinasana; citi plaukstpamata kauli";
NDK82;"Plaukstpamata vai plaukstas epifizealas augsanas platnites trakcijas pagarinasana; metakarpalais (delnas) kauls";
NDK83;"Plaukstpamata vai plaukstas epifizealas augsanas platnites trakcijas pagarinasana; falanga";
NDK90;"Cita veida plaukstpamata vai plaukstas kaulu operacija; laivveida kauls (os scaphoideum)";
NDK91;"Cita veida plaukstpamata vai plaukstas kaulu operacija; citi plaukstpamata kauli";
NDK92;"Cita veida plaukstpamata vai plaukstas kaulu operacija; metakarpalais (delnas) kauls";
NDK93;"Cita veida plaukstpamata vai plaukstas kaulu operacija; falanga";
NDL09;Plaukstpamata vai plaukstas muskula atbrivosana no saaugumiem;
NDL19;Plaukstpamata vai plaukstas muskula sasusana vai plastika;
NDL29;Plaukstpamata vai plaukstas muskula transpozicija;
NDL30;"Plaukstpamata vai plaukstas tenotomija vai miotomija; saliecejmuskula cipsla";
NDL31;"Plaukstpamata vai plaukstas tenotomija vai miotomija; atliecejmuskula cipsla";
NDL32;"Plaukstpamata vai plaukstas tenotomija vai miotomija; cita cipsla";
NDL39;"Plaukstpamata vai plaukstas tenotomija vai miotomija; bez precizejuma";
NDL40;"Plaukstpamata vai plaukstas cipslas sasusana vai reinsercija; saliecejmuskula cipsla";
NDL41;"Plaukstpamata vai plaukstas cipslas sasusana vai reinsercija; atliecejmuskula cipsla";
NDL42;"Plaukstpamata vai plaukstas cipslas sasusana vai reinsercija; cita cipsla";
NDL49;"Plaukstpamata vai plaukstas cipslas sasusana vai reinsercija; bez precizejuma";
NDL50;"Plaukstpamata vai plaukstas tenolize vai tenosinovektomija; saliecejmuskula cipsla";
NDL51;"Plaukstpamata vai plaukstas tenolize vai tenosinovektomija; atliecejmuskula cipsla";
NDL52;"Plaukstpamata vai plaukstas tenolize vai tenosinovektomija; cita cipsla";
NDL59;"Plaukstpamata vai plaukstas tenolize vai tenosinovektomija; bez precizejuma";
NDL60;"Plaukstpamata vai plaukstas tenodeze, cipslas saisinasana vai pagarinasana; saliecejmuskula cipsla";
NDL61;"Plaukstpamata vai plaukstas tenodeze, cipslas saisinasana vai pagarinasana; atliecejmuskula cipsla";
NDL62;"Plaukstpamata vai plaukstas tenodeze, cipslas saisinasana vai pagarinasana; cita cipsla";
NDL69;"Plaukstpamata vai plaukstas tenodeze, cipslas saisinasana vai pagarinasana; bez precizejuma";
NDL70;"Plaukstpamata vai plaukstas muskula vai cipslas rezekcija; saliecejmuskula cipsla";
NDL71;"Plaukstpamata vai plaukstas muskula vai cipslas rezekcija; atliecejmuskula cipsla";
NDL72;"Plaukstpamata vai plaukstas muskula vai cipslas rezekcija; cita cipsla";
NDL79;"Plaukstpamata vai plaukstas muskula vai cipslas rezekcija; bez precizejuma";
NDL80;"Plaukstpamata vai plaukstas cipslas transpozicija; saliecejmuskula cipsla";
NDL81;"Plaukstpamata vai plaukstas cipslas transpozicija; atliecejmuskula cipsla";
NDL82;"Plaukstpamata vai plaukstas cipslas transpozicija; cita cipsla";
NDL89;"Plaukstpamata vai plaukstas cipslas transpozicija; bez precizejuma";
NDL99;Cita veida plaukstpamata vai plaukstas muskulu vai cipslu operacija;
NDM09;Plaukstpamata vai plaukstas fasciotomija;
NDM19;Plaukstpamata vai plaukstas fascijas daleja vai pilniga ekscizija;
NDM29;Plaukstpamata vai plaukstas fascijas sasusana;
NDM39;Plaukstpamata vai plaukstas sinovialas cistas ekscizija;
NDM49;Plaukstpamata vai plaukstas cipslas maksts parskelsana;
NDM59;Plaukstpamata vai plaukstas cipslas maksts daleja ekscizija;
NDM69;Plaukstpamata vai plaukstas cipslas bloka rekonstrukcija;
NDM79;Plaukstpamata vai plaukstas glotsominas ekscizija;
NDM99;Cita veida plaukstpamata vai plaukstas fasciju, sinovialo cistu, cipslu makstu vai glotsominu operacija;
NDN09;Kaula autotransplantacija plaukstpamata vai plauksta ;
NDN19;Kaula alotransplantacija plaukstpamata vai plauksta;
NDN29;Kaula ksenotransplantacija plaukstpamata vai plauksta;
NDN39;Cipslas transplantacija plaukstpamata vai plauksta ;Brivais cipslas transplantats, skat.: ZZB
NDN49;Skrimsla, kaulpleves vai fascijas transplantacija plaukstpamata vai plauksta;Brivais transplantats, skat.: ZZ
NDN99;Cita veida transplantacija plaukstpamata vai plaukstas kirurgija;
NDP09;Pirksta replantacija;Kode atkara no replantacijas vietas
NDP19;Pirksta autotransplantacija vai transpozicija ;Kode atkara no replantacijas vietas. Pirksta pollicizacija in situ, skat.: NDT 69
NDP29;Plaukstas replantacija ;
NDQ00;"Plaukstpamata vai plaukstas eksartikulacija; spiekkaula un plaukstpamata locitava (art. radiocarpea)";
NDQ01;"Plaukstpamata vai plaukstas eksartikulacija; plaukstpamata apvidus";
NDQ02;"Plaukstpamata vai plaukstas eksartikulacija; plaukstpamata un delnas locitava (art. carpometacarpea)";
NDQ03;"Plaukstpamata vai plaukstas eksartikulacija; ikskis, pilnigi";
NDQ04;"Plaukstpamata vai plaukstas eksartikulacija; ikskis, daleji";
NDQ05;"Plaukstpamata vai plaukstas eksartikulacija; citi pirksti, pilnigi";
NDQ06;"Plaukstpamata vai plaukstas eksartikulacija; citi pirksti, daleji";
NDQ10;"Plaukstpamata vai plaukstas amputacija; spiekkaula un plaukstpamata locitava (art. radiocarpea)";
NDQ11;"Plaukstpamata vai plaukstas amputacija; plaukstpamata apvidus";
NDQ12;"Plaukstpamata vai plaukstas amputacija; plaukstpamata un delnas locitava (art. carpometacarpea)";
NDQ13;"Plaukstpamata vai plaukstas amputacija; ikskis, pilnigi";
NDQ14;"Plaukstpamata vai plaukstas amputacija; ikskis, daleji";
NDQ15;"Plaukstpamata vai plaukstas amputacija; citi pirksti, pilnigi";
NDQ16;"Plaukstpamata vai plaukstas amputacija; citi pirksti, daleji";
NDQ20;"Plaukstpamata vai plaukstas amputacijas vai eksartikulacijas stumbra revizija; spiekkaula un plaukstpamata locitava (art. radiocarpea)";
NDQ21;"Plaukstpamata vai plaukstas amputacijas vai eksartikulacijas stumbra revizija; plaukstpamata apvidus";
NDQ22;"Plaukstpamata vai plaukstas amputacijas vai eksartikulacijas stumbra revizija; plaukstpamata un delnas locitava (art. carpometacarpea)";
NDQ23;"Plaukstpamata vai plaukstas amputacijas vai eksartikulacijas stumbra revizija; ikskis, pilnigi";
NDQ24;"Plaukstpamata vai plaukstas amputacijas vai eksartikulacijas stumbra revizija; ikskis, daleji";
NDQ25;"Plaukstpamata vai plaukstas amputacijas vai eksartikulacijas stumbra revizija; citi pirksti, pilnigi";
NDQ26;"Plaukstpamata vai plaukstas amputacijas vai eksartikulacijas stumbra revizija; citi pirksti, daleji";
NDQ99;Cita veida plaukstpamata vai plaukstas amputacija un ar tosaistitas operacija;
NDR09;Plaukstpamata vai plaukstas miksto audu audzeja nepilniga ekscizija;
NDR19;Plaukstpamata vai plaukstas miksto audu audzeja pilniga ekscizija;
NDR29;Plaukstpamata vai plaukstas miksto audu audzeja paplasinata ekscizija;
NDR39;Plaukstpamata vai plaukstas miksto audu audzeja ekscizija vienota bloka;
NDR49;Plaukstpamata vai plaukstas kaula vai skrimsla audzeja nepilniga ekscizija;
NDR59;Plaukstpamata vai plaukstas kaula vai skrimsla audzeja pilniga ekscizija;
NDR69;Plaukstpamata vai plaukstas kaula vai skrimsla audzeja paplasinata ekscizija;
NDR79;Plaukstpamata vai plaukstas kaula vai skrimsla audzeja ekscizija vienota bloka;
NDR99;Cita veida plaukstpamata vai plaukstas audzeja operacija;
NDS09;Plaukstpamata vai plaukstas cipslas infekcijas incizija un sanacija;
NDS19;Plaukstpamata vai plaukstas locitavas infekcijas incizija un sanacija;
NDS29;Plaukstpamata vai plaukstas kaula infekcijas incizija un sanacija;
NDS39;Plaukstpamata vai plaukstas cipslas infekcijas incizija un sanacija ar medikamentu ievadisanu;
NDS49;Plaukstpamata vai plaukstas locitavas infekcijas incizija un sanacija ar medikamentu ievadisanu;
NDS59;Plaukstpamata vai plaukstas kaula infekcijas incizija un sanacija ar medikamentu ievadisanu;
NDS99;Cita veida plaukstpamata vai plaukstas operacija cipslas, locitavas vai kaula  infekcijas del;
NDSY25;Rokas locitavas eksternas protezes piekartosana;
NDSY26;Pirksta eksternas protezes piekartosana;
NDT09;Sveskermena iznemsana no plaukstpamata vai plaukstas audiem;
NDT19;Plaukstpamata vai plaukstas locitavas forseta redresacija;
NDT39;Plaukstpamata vai plaukstas deformacijas korekcija, izmantojot muskuli, cipslu vai saiti;
NDT49;Plaukstpamata vai plaukstas deformacijas korekcija, izmantojot arejo vai ieksejo fiksaciju;
NDT69;Pollicizacija;Cita pirksta pollicizacija in situ. Pirksta transpozicija, skat.: NDP 19
NDT79;Metakarpala kaula falangizacija ;Pirksta transpozicija, skat.: NDP 19
NDT99;Cita veida plaukstpamata vai plaukstas operacija;Nav jaieklauj: Visas manipulacijas, kas ieklautas NDB-NDS un NDU
NDU00;"Dalejas protezes iznemsana no plaukstpamata locitavas; abas dalas";
NDU01;"Dalejas protezes iznemsana no plaukstpamata locitavas; viena - proksimala - dala";
NDU02;"Dalejas protezes iznemsana no plaukstpamata locitavas; viena - distala - dala";
NDU03;"Dalejas protezes iznemsana no plaukstpamata locitavas; viena - cita - dala";
NDU09;"Dalejas protezes iznemsana no plaukstpamata locitavas; cita veida vai bez precizejuma";
NDU10;"Totalas protezes iznemsana no plaukstpamata locitavas; abas dalas";
NDU11;"Totalas protezes iznemsana no plaukstpamata locitavas; viena - proksimala - dala";
NDU12;"Totalas protezes iznemsana no plaukstpamata locitavas; viena - distala - dala";
NDU13;"Totalas protezes iznemsana no plaukstpamata locitavas; viena - cita - dala";
NDU19;"Totalas protezes iznemsana no plaukstpamata locitavas; cita veida vai bez precizejuma";
NDU20;"protezes iznemsana no citas plaukstas locitavas; abas dalas";
NDU21;"protezes iznemsana no citas plaukstas locitavas; viena - proksimala - dala";
NDU22;"protezes iznemsana no citas plaukstas locitavas; viena - distala - dala";
NDU23;"protezes iznemsana no citas plaukstas locitavas; viena - cita - dala";
NDU29;"protezes iznemsana no citas plaukstas locitavas; cita veida vai bez precizejuma";
NDU39;arejas fiksacijas aparata nonemsana no plaukstpamata vai plaukstas;
NDU49;Ieksejas fiksacijas aparata nonemsana no plaukstpamata vai plaukstas;
NDU69;Saites protezes iznemsana no plaukstpamata vai plaukstas;
NDU89;Infekcijas arstesanai paredzeta terapeitiska implanta iznemsana no plaukstpamata vai plaukstas;
NDU99;Cita veida implantata iznemsana no plaukstpamata vai plaukstas;
NDW49;Bruces malu paversanas (dehiscences) korekcija plaukstpamata vai plaukstas kirurgija;
NDW59;Reoperacija plaukstpamata vai plaukstas kirurgija virspusejas infekcijas del;Jaieklauj: Brucu infekcija
NDW69;Reoperacija plaukstpamata vai plaukstas  kirurgija dzilas infekcijas del;Merkstrukturu atrasanas vietas infekcija
NDW79;Reoperacija plaukstpamata vai plaukstas kirurgija virspusejas asinosanas del;Jaieklauj: Brucu asinosana vai asinsizpludumi
NDW89;Reoperacija plaukstpamata vai plaukstas kirurgija dzilas asinosanas del;Asinosana vai asinsizpludums merkstrukturu atrasanas vieta
NDW99;Cita veida reoperacija plaukstpamata vai plaukstas  kirurgija;
NEA00;"Iegurna miksto audu eksplorativa izmeklesana; perkutana";
NEA01;"Iegurna miksto audu eksplorativa izmeklesana; artroskopiska";
NEA02;"Iegurna miksto audu eksplorativa izmeklesana; valeja";
NEA10;"Iegurna locitavu eksplorativa izmeklesana; perkutana";
NEA11;"Iegurna locitavu eksplorativa izmeklesana; artroskopiska";Jaieklauj: Diagnostiska artroskopija
NEA12;"Iegurna locitavu eksplorativa izmeklesana; valeja";
NEA20;"Iegurna miksto audu vai locitavas biopsija; perkutana";
NEA21;"Iegurna miksto audu vai locitavas biopsija; artroskopiska";
NEA22;"Iegurna miksto audu vai locitavas biopsija; valeja";
NEA30;"Iegurna kaula biopsija; perkutana";
NEA31;"Iegurna kaula biopsija; artroskopiska";
NEA32;"Iegurna kaula biopsija; valeja";
NEB99;Primara daleja iegurna locitavas endoprotezesana;
NEC99;Sekundara iegurna locitavas endoprotezesana;Nav jaieklauj: Totalas protezes dalu implantacija
NEE99;Iegurna locitavas kapsulas vai saites operacija;
NEF99;Iegurna locitavas virsmas vai sinovialo apvalku operacija ;
NEG09;Iegurna locitavas ekscizijas artroplastika;
NEG19;Iegurna locitavas interpozicijas artroplastika;
NEG29;Cita veida iegurna locitavas artroplastika bez endoprotezesanas;
NEG39;Iegurna locitavas artrodeze bez fiksacijas;
NEG49;Iegurna locitavas artrodeze ar ieksejo fiksaciju;
NEG59;Iegurna locitavas artrodeze ar arejo fiksaciju;
NEG99;Cita veida iegurna locitavas rezekcija, rekonstrukcija vai artrodeze;
NEH09;Iegurna locitavas izmezgijuma repozicija;Nav jaieklauj: Protezes repozicija
NEH29;Iegurna locitavas endoprotezes izmezgijuma repozicija;
NEH99;Cita veida iegurna locitavas operacija;Nav jaieklauj: Visas manipulacijas, kas ieklautas NEB-NEG
NEJ09;Iegurna luzuma slegta repozicija;
NEJ19;Iegurna luzuma valeja repozicija;
NEJ29;Iegurna luzuma areja fiksacija;
NEJ39;Iegurna luzuma iekseja fiksacija, izmantojot bioimplantatu ;
NEJ49;Iegurna luzuma iekseja fiksacija, izmantojot ar stiepli, stieni, gredzenu (serklazu) vai naglu;
NEJ69;Iegurna luzuma iekseja fiksacija, izmantojot plaksni un skruves;
NEJ79;Iegurna luzuma iekseja fiksacija, izmantojot tikai skruves;
NEJ89;Iegurna luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi;Piemeram: Izmantojot slidoso naglu
NEJ99;Cita veida iegurna luzumu  kirurgija ;
NEK09;Iegurna kaula fragmenta rezekcija;Jaieklauj: Sekvestrektomija
NEK19;Iegurna kaula parciala vai totala rezekcija;Jaieklauj: Eksostozes ekscizija, kas nav saistita ar locitavu
NEK29;Iegurna kaula fenestracija vai tunelizacija;
NEK39;Iegurna kaula cistas kiretaza;
NEK49;Iegurna epifiziodeze;
NEK59;Iegurna lenkiska, rotacijas vai nobides osteotomija;
NEK79;Iegurna kaula parvietosanas operacija;
NEK89;Iegurna epifizealas augsanas platnites trakcijas pagarinasana;
NEK99;Cita veida iegurna kaula operacija;
NEL09;Iegurna muskula atbrivosana no saaugumiem;
NEL19;Iegurna muskula sasusana vai plastika;
NEL29;Iegurna muskula transpozicija;
NEL79;Iegurna muskula vai cipslas rezekcija;
NEL99;Cita veida iegurna muskulu vai cipslu operacija;
NEM99;Iegurna fasciju, sinovialo cistu vai glotsominu operacija;
NEN09;Kaula autotransplantacija iegurni;
NEN19;Kaula alotransplantacija iegurni;
NEN29;Kaula ksenotransplantacija iegurni;
NEN49;Skrimsla, kaulpleves vai fascijas transplantacija iegurni;Brivais transplantats, skat.: ZZ
NEN99;Cita veida transplantacija iegurna kirurgija;
NEP29;Ekstremitates replantacija iegurna limeni;
NEQ19;Hemipelvektomija;
NEQ29;Iegurna amputacijas vai eksartikulacijas stumbra revizija;
NEQ99;Cita veida amputacija vai ar to saistita iegurna operacija;
NER09;Iegurna miksto audu audzeja nepilniga ekscizija;
NER19;Iegurna miksto audu audzeja pilniga ekscizija;
NER29;Iegurna miksto audu audzeja paplasinata ekscizija;
NER39;Iegurna miksto audu audzeja ekscizija vienota bloka;
NER49;Iegurna kaula vai skrimsla audzeja  nepilniga ekscizija;
NER59;Iegurna kaula vai skrimsla audzeja pilniga ekscizija;
NER69;Iegurna kaula vai skrimsla audzeja paplasinata ekscizija;
NER79;Iegurna kaula vai skrimsla audzeja ekscizija vienota bloka;
NER99;Cita veida iegurna audzeja operacija;
NES19;Iegurna locitavas infekcijas incizija un sanacija;
NES29;Iegurna kaula infekcijas incizija un sanacija;
NES49;Iegurna locitavas infekcijas incizija un sanacija ar medikamentu  ievadisanu;
NES59;Iegurna kaula infekcijas incizija un sanacija ar medikamentu ievadisanu;
NES99;Cita veida iegurna operacija cipslu, locitavu vai kaulu infekcijas del;
NET09;Sveskermena iznemsana no iegurna audiem;
NET49;Iegurna locitavas deformacijas korekcija, izmantojot arejo vai ieksejo fiksaciju;
NET99;Cita veida iegurna operacija;Nav jaieklauj: Visas manipulacijas, kas ieklautas NEB-NES un NEU
NEU19;Totalas protezes iznemsana no iegurna locitavas;
NEU39;arejas fiksacijas aparata nonemsana no iegurna;
NEU49;Ieksejas fiksacijas aparata iznemsana no iegurna;
NEU89;Infekcijas arstesanai parerdzeta terapeitiska implanta iznemsana no iegurna;
NEU99;Cita veida implantata iznemsana no iegurna;
