code;text
NDSF21;"Operation for osteochondritis of joint of wrist; arthroscopic"
NDSF40;"Operation for osteochondritis of MCP or IP joint; open"
NDSF44;"Operation for osteochondritis of several MCP or IP joints; open"
NDSF96;Other operation on synovia or joint surface of fingers
NDSF99;"Other operation on synovia or joint surface of wrist or hand; unspecified"
NDSG00;Arthroplasty of wrist
NDSG10;Fusion of wrist, total
NDSG12;Fusion of wrist, partial
NDSG20;Other reconstructive joint operation of wrist
NDSG30;Arthroplasty of first CMC joint
NDSG32;Arthroplasty of other CMC joint
NDSG40;Arthroplasty of first MCP or IP joint
NDSG42;Arthroplasty of other MCP or IP joint
NDSG50;Fusion of first MCP or IP joint
NDSG52;Fusion of other MCP or IP joint
NDSG60;Other reconstructive joint operation of first finger
NDSG62;Other reconstructive joint operation of other finger
NDSG99;"Other excision, reconstruction or fusion of joint of wrist or hand; other joint of hand"
NDSH00;"Reduction of dislocation of joint of wrist; open"
NDSH01;"Reduction of dislocation of joint of wrist; arthroscopic"
NDSH10;Reduction of dislocation of finger, open or arthroscopic
NDSH12;"Reduction of dislocation of joint prosthesis of finger; open"
NDSH20;Reduction of dislocation of joint prosthesis of wrist
NDSH30;"Freeing of adhesions of joint of wrist or hand; open or arthroscopic"
NDSH99;Other operation on joint of wrist or hand
NDSJ00;Open reduction of fracture of wrist or hand
NDSJ01;Closed reduction of fracture of wrist or hand excluding fracture of phalanx
NDSJ02;External fixation of fracture of wrist or hand
NDSJ10;Internal fixation of fracture of wrist using plate and/or screws
NDSJ12;Internal fixation of fracture of first metacarpal or phalax using plate and/or screws
NDSJ14;Internal fixation of fracture of other metacarpal of phalanx using plate and/or screws
NDSJ20;Internal primary fixation of fracture of wrist with other methods
NDSJ22;Internal primary fixation of fracture of first metacarpal or phalanx with other methods
NDSJ24;Internal primary fixation of fracture of other metacarpal or phalanx with other methods
NDSJ79;Refixation of fracture of hand or wrist
NDSJ89;Late fixation of fracture of hand or wrist to promote bone formation
NDSJ99;Other fracture surgery of wrist or hand
NDSK00;Excision or incsion of a bone of wrist
NDSK10;Incision or excision of a bone of hand
NDSK20;Osteotomy and rotation of a bone of hand or wrist
NDSK24;Shortening or lenghtening of a bone of hand
NDSK99;Other operation on bone of hand or wrist
NDSL00;Freeing of muscle of wrist or hand
NDSL10;Myotomy or tenotomy of wrist or hand with or without excision
NDSL20;Freeing of tendon of wrist or hand
NDSL30;Tenosynovectomy of wrist or hand
NDSL40;Tenodesis of tendon of wrist of hand
NDSL42;Shortening of tendon of wrist or hand
NDSL44;Lengthening of tendon of wrist or hand
NDSL46;Transposition of tendon of wrist or hand
NDSL50;Tendon prosthesis operation of hand
NDSL52;Transplantation of tendon to wrist or hand
NDSL70;Suture or plastic repair of muscle of wrist or hand
NDSL72;Suture or reinsertion of tendon of wrist or metacarpal area
NDSL74;Suture or reinsertion of extensor tendon of finger
NDSL76;"Suture or reinsertion of tendon of wrist or hand; flexor tendon"
NDSL99;Other operation on muscle or tendon of wrist or hand
NDSM00;Fasciotomy or partial of total excision of fascia of wrist or hand
NDSM10;Suture of fascia of wrist or hand
NDSM20;Excision of synovial ganglion or bursa of wrist or hand
NDSM30;Discission or partial excision of sheath of tendon of wrist or hand
NDSM40;Reconstruction of pulley of tendon of wrist or hand
NDSM99;Other operation on fascia, ganglion, synovial sheath or bursa of wrist or hand
NDSP00;Replantation and autotransplantation of digit to hand
NDSP02;Replantation of more than one digit to hand
NDSP10;Replantation of hand
NDSP20;Multi-tissue repair of wrist or hand including revascularisation
NDSP22;Multi-tissue repair of finger or fingers including revascularisation
NDSQ00;Amputation in wrist or hand
NDSQ02;Amputation of thumb
NDSQ04;Amputation of other finger(s)
NDSQ10;Revision of amputation or exarticulation stump in wrist
NDSQ12;Revision of amputation or exarticulation stump of thumb
NDSQ14;Revision or amputation or exarticulation of other finger(s)
NDSQ99;Other amputation or related operation in wrist or hand
NDSR00;Incomplete excision of soft tissue tumour of wrist or hand
NDSR02;Complete excision of soft tissue tumour of wrist or hand
NDSR10;Incomplete excision of tumour of bone or cartilage of wrist or hand
NDSR12;Complete excision of tumour of bone or cartilage of wrist or hand
NDSR99;Other operation for tumour of wrist or hand
NDSS00;Incision and debridement of infection of tendon of wrist or hand
NDSS10;Incision and debridement of infection of joint of wrist or hand
NDSS20;Incision and debridement of infection of bone of wrist or hand
NDSS99;Other operation for infection of tendon, joint or bone of wrist or hand
NDST08;First phase operation for multiple trauma of hand and wrist
NDST10;Pollicisation
NDST12;Phalangisation of toe
NDST14;Phalangisation of metacarpal
NDST19;Other phalangisation
NDST20;Transposition of radius of hand
NDST30;Correction of conjoined fingers
NDST39;Other correction of anomaly of fingers
NDST40;Complex correction of complicated deformity of hand
NDST59;Removal of foreign body from tissue of wrist or hand
NDST99;Other operation on wrist or hand
NDSU00;Removal of prosthesis from wrist
NDSU02;Removal of prosthesis from finger
NDSU10;Removal of prosthetic ligament from wrist or hand
NDSU20;Removal of external fixation device from wrist or hand
NDSU30;Removal of internal fixation device from wrist or hand
NDSU40;Removal of therapeutic implant in treatment of infection or wrist or hand
NDSU99;Removal of other implant from wrist or hand
NDSW00;Reoperation for infection in surgery of wrist or hand
NDSW10;Reoperation for haemorrhage in surgery of wrist or hand
NDSW99;Other reoperation in surgery of wrist or hand
NDSX;Other surgery of wrist and hand
NDXA05;Removal of foreign or loose body from joint of wrist or hand, closed
NDXA20;Needle biopsy of soft tissue or joint of wrist or hand
NDXA22;Needle biopsy of bone of wrist or hand
NDXA29;Needle biopsy of wrist or hand, unspecified
NDXH00;"Reduction of dislocation of joint of wrist; closed"
NDXH10;"Reduction of dislocation of other joint of hand; closed"
NDXH20;"Reduction of dislocation of joint prosthesis of wrist; closed"
NDXH24;"Reduction of dislocation of joint prosthesis of finger; closed"
NDXH30;"Freeing of adhesions of joint of wrist or hand; closed"
NDXJ00;"Closed reduction of fracture of wrist or hand; phalanx"
NDXQ00;Adjustment of external prosthesis on wrist or hand
NDXT00;Forcible manipulation of joint of wrist or hand
NDXT10;Applying traction on hand or finger
NDXX00;"Puncture or needle biopsy of soft tissue; wrist and hand"
NDXX01;"Needle biopsy for cytology; wrist and hand"
NDXX05;"Simple incision of soft tissue; wrist and hand"
NDXX10;"Arthrocentesis; wrist and hand"
NDXX11;"Injection of diagnostic or therapeutic substance into joint; wrist and hand"
NDXX30;"Soft bandage; wrist and hand"
NDXX31;"Prefabricated orthosis; wrist and hand"
NDXX32;"Custom moulded splint; wrist and hand"
NDXX33;"Custom moulded cast; wrist and hand"
NDXX34;"Major custom moulded cast; wrist and hand"
NDXX39;"Other orthopedic bandage; wrist and hand"
NDXX40;"External traction; wrist and hand"
NDXX50;"Implantation of skeletal marker; wrist and hand"
NEDA1A;Pelvis X-ray examination
NEDA1M;Birth channel measurement with X-ray
NEDD1A;Pelvis and hip bones CT examination
NEDG1A;MRI pelvimetry
NEDG1B;Pelvic, hip and femur MRI examination
NEIA00;Pelvis and hips isotope imaging
NEO001;Preoperative radiotherapy of pelvis, sacrum and coggyx
NEO002;Radical radiotherapy of pelvis, sacrum and coggyx
NEO003;Adjuvant radiotherapy of pelvis, sacrum and coggyx
NEO004;Palliative radiotherapy of pelvis, sacrum and coggyx
NEO029;Radiotherapy of local recidive of tumor of pelvis, sacrum and coggyx
NEO049;Radiotherapy of methastasis in pelvis, sacrum or coggyx
NEO090;Profylactisc radiotherapy of pelvis, sacrum and coggyx
NEO099;Other radiotherapy of pelvis, sacrum and coggyx
NESA00;"Exploration of pelvis; open"
NESA01;"Exploration of pelvis; arthroscopic"
NESA12;"Exploration of joint of pelvis; open"
NESA30;"Biopsy of bone of pelvis; percutaneous"
NESA31;"Biopsy of bone of pelvis; arthroscopic"
NESA32;"Biopsy of bone of pelvis; open"
NESB99;Primary partial prosthetic replacement of joint of pelvis
NESC99;Secondary implantation of prosthesis in joint of pelvis
NESE99;Operation on capsule or ligament of joint of pelvis
NESF99;Operation on synovia or surface of joint of pelvis
NESG09;Excision arthroplasty of joint of pelvis
NESG19;Interposition arthroplasty of joint of pelvis
NESG29;Other arthroplasty of joint of pelvis without prosthetic replacement
NESG30;Fusion of joint of joint of pelvis with internal fixation
NESG34;Fusion of joint of joint of pelvis with external fixation
NESG39;Fusion of joint of pelvis without fixation
NESG49;Fusion of joint of pelvis with internal fixation
NESG59;Fusion of joint of pelvis with external fixation
NESG99;Other excision, reconstruction or fusion of joint of pelvis
NESH09;Reduction of dislocation of joint of pelvis
NESH29;Reduction of dislocation prosthesis of joint of pelvis
NESH99;Other operation on joint of pelvis
NESJ09;Closed reduction of fracture of pelvis
NESJ19;Open reduction of fracture of pelvis
NESJ29;External fixation of fracture of pelvis
NESJ39;Internal fixation of fracture of pelvis using bioimplant
NESJ49;Internal fixation of fracture of pelvis using wire, rod, cerclage or pin
NESJ50;Operation of fracture of pelvic ring
NESJ69;Internal fixation of fracture of pelvis using plate and screws
NESJ79;Internal fixation of fracture of pelvis using screws alone
NESJ86;Reoperation or late fracture surgery of pelvis
NESJ89;Internal fixation of fracture of pelvis using other or combined methods
NESJ99;Other fracture surgery of pelvis
NESK09;Excision of fragment of bone of pelvis
NESK19;Partial or total excision of bone of pelvis
NESK29;Fenestration or forage of bone of pelvis
NESK39;Curettage of cyst of bone of pelvis
NESK49;Epiphysiodesis of pelvis
NESK59;Angulation, rotation or displacement osteotomy of pelvis
NESK79;Bone transport operation of pelvis
NESK89;Traction lengthening of epiphyseal plate of pelvis
NESK99;Other operation on bone of pelvis
NESL09;Freeing of muscle of pelvis
NESL19;Suture or plastic repair of muscle of pelvis
NESL29;Transposition of muscle of pelvis
NESL39;Myotomy or tenotomy of pelvis with or without excision
NESL49;Repair of ligament of pelvis with suture or transplant
NESL99;Other operation on muscle or tendon of pelvis
NESM99;Operation on fascia, ganglion or bursa of pelvis
NESN09;Autograft of bone to pelvis
NESN19;Allograft of bone to pelvis
NESN29;Xenograft of bone to pelvis
NESN49;Transplantation of cartilage, periosteum or fascia to pelvis
NESN99;Other transplantation in surgery of pelvis
NESP29;Replantation of extremity at level of pelvis
NESQ19;Hemipelvectomy
NESQ29;Revision of amputation or exarticulation stump of pelvis
NESQ99;Other amputation in pelvis or related operation
NESR09;Incomplete excision of soft tissue tumour of pelvis
NESR19;Complete excision of soft tissue tumour of pelvis
NESR29;Extended excision of soft tissue tumour of pelvis
NESR39;Block excision of soft tissue tumour of pelvis
NESR49;Incomplete excision of tumour of bone or cartilage of pelvis
NESR50;Operation on teratoma of pelvis
NESR59;Complete excision of tumour of bone or cartilage of pelvis
NESR69;Extended excision of tumour of bone or cartilage of pelvis
NESR79;Block excision of tumour of bone or cartilage of pelvis
NESR99;Other operation for tumour of pelvis
NESS19;Incision and debridement of infection of joint of pelvis
NESS29;Incision and debridement of infection of bone of pelvis
NESS49;Incision and debridement of infection of joint of pelvis with introduction of therapeutic agent
NESS59;Incision and debridement of infection of bone of pelvis with introduction of therapeutic agent
NESS99;Other operation for infection of tendon, joint or bone of pelvis
NEST49;Correction of deformity of joint of pelvis using external or internal fixation
NEST59;Removal of foreign body from tissue of pelvis
NEST99;Other operation on pelvis
NESU19;Removal of total prosthesis from joint of pelvis
NESU39;Removal of external fixation device from pelvis
NESU49;Removal of internal fixation device from pelvis
NESU89;Removal of therapeutic implant in treatment of infection of pelvis
NESU99;Removal of other implant from pelvis
NESW10;Reoperation for deep infection in in surgery of pelvis
NESW49;Repair of wound dehiscence in surgery of pelvis
NESW59;Reoperation for superficial infection in surgery of pelvis
NESW69;Reoperation for deep infection in surgery of pelvis
NESW79;Reoperation for superficial haemorrhage in surgery of pelvis
NESW89;Reoperation for deep haemorrhage in surgery of pelvis
NESW99;Other reoperation in surgery of pelvis
NEXA00;Heat coagulation of lesiion of pelvic bones or hip
NEXQ00;Adjustment of external prosthesis to pelvis
NEXT10;Traction of pelvis
NEXX00;"Exploration of soft tissue of pelvis; percutaneous"
NEXX01;"Biopsy of pelvis for cytology; percutaneous"
NEXX05;"Simple incision of soft tissue; pelvis (incl. sacrum and coccyx)"
NEXX10;"Arthrocentesis; pelvis (incl. sacrum and coccyx)"
NEXX11;"Injection of diagnostic or therapeutic substance into joint; pelvis"
NEXX30;"Soft bandage; pelvis (incl. sacrum and coccyx)"
NEXX31;"Prefabricated orthosis; pelvis (incl. sacrum and coccyx)"
NEXX32;"Custom moulded splint; pelvis (incl. sacrum and coccyx)"
NEXX33;"Custom moulded cast; pelvis (incl. sacrum and coccyx)"
NEXX34;"Major custom moulded cast; pelvis (incl. sacrum and coccyx)"
NEXX39;"Other orthopedic bandage; pelvis (incl. sacrum and coccyx)"
NEXX40;"External traction; pelvis (incl. sacrum and coccyx)"
NEXX50;"Implantation of skeletal marker; pelvis (incl. sacrum and coccyx)"
NFDA1A;Hip X-ray examination
NFDA1D;Bilateral hip X-ray examination
NFDA3A;Femur X-ray examination
NFDA3D;Bilateral femur X-ray examination
NFDB1C;Hip artrography with X-ray
NFDD3A;Femur CT
NFDE1A;Hip joint ultrasound examination
NFIA00;Hip isotope imaging
NFO001;Preoperative radiotherapy of lower extremity
NFO002;Radical radiotherapy of lower extremity
NFO003;Adjuvant radiotherapy of lower extremity
NFO004;Palliative radiotherapy of lower extremity
NFO029;Radiotherapy of local recidive of tumor of lower extremity
NFO049;Radiotherapy of methastasis in lower extremity
NFO090;profylactic radiotherapy of lower extremity
NFO099;Other radiotherapy of lower extremity
NFSA00;"Exploration of soft tissue of hip and thigh; open"
NFSA01;"Exploration of soft tissue of hip and thigh; arthroscopic"
NFSA11;"Exploration of hip joint; arthroscopic"
NFSA12;"Exploration of hip joint; open"
NFSA19;"Exploration of hip joint; unspecified"
NFSA31;"Biopsy of bone of femur; arthroscopic"
NFSA32;"Biopsy of bone of femur; open"
NFSB00;"Primary partial prosthetic replacement of hip joint not using cement; all parts"
NFSB01;"Primary partial prosthetic replacement of hip joint not using cement; single part - proximal"
NFSB02;"Primary partial prosthetic replacement of hip joint not using cement; single part - distal"
NFSB03;"Primary partial prosthetic replacement of hip joint not using cement; single part - other"
NFSB09;"Primary partial prosthetic replacement of hip joint not using cement; other or unspecified"
NFSB10;"Primary partial prosthetic replacement of hip joint using cement; all parts"
NFSB11;"Primary partial prosthetic replacement of hip joint using cement; single part proximal"
NFSB12;"Primary partial prosthetic replacement of hip joint using cement; single part - distal"
NFSB13;"Primary partial prosthetic replacement of hip joint using cement; single part - other"
NFSB19;"Primary partial prosthetic replacement of hip joint using cement; other or unspecified"
NFSB20;Primary total prosthetic replacement of hip joint not using cement
NFSB30;Primary total prosthetic replacement of hip joint using hybrid technique
NFSB40;Primary total prosthetic replacement of hip joint using cement
NFSB59;Primary prosthetic interposition arthroplasty of hip joint
NFSB60;Demanding prosthetic replacement of hip
NFSB62;Primary prosthetic replacement of joint surface of femoral head
NFSB99;Other primary prosthetic replacement of hip joint
NFSC00;"Secondary implantation of partial prosthesis in hip joint not using cement; all parts"
NFSC01;"Secondary implantation of partial prosthesis in hip joint not using cement; single part - proximal"
NFSC02;"Secondary implantation of partial prosthesis in hip joint not using cement; single part - distal"
NFSC03;Exchange of a loose part of prosthesis in hip joint
NFSC09;"Secondary implantation of partial prosthesis in hip joint not using cement; other or unspecified"
NFSC10;"Secondary implantation of partial prosthesis in hip joint using cement; all parts"
NFSC11;"Secondary implantation of partial prosthesis in hip joint using cement; single part - proximal"
NFSC12;"Secondary implantation of partial prosthesis in hip joint using cement; single part - distal"
NFSC13;"Secondary implantation of partial prosthesis in hip joint using cement; single part - other"
NFSC19;"Secondary implantation of partial prosthesis in hip joint using cement; other or unspecified"
NFSC20;"Secondary implantation of total prosthesis in hip joint not using cement; all parts"
NFSC21;"Secondary implantation of total prosthesis in hip joint not using cement; single part - proximal"
NFSC22;"Secondary implantation of total prosthesis in hip joint not using cement; single part - distal"
NFSC23;"Secondary implantation of total prosthesis in hip joint not using cement; single part - other"
NFSC29;"Secondary implantation of total prosthesis in hip joint not using cement; other or unspecified"
NFSC30;"Secondary implantation of total prosthesis in hip joint using hybrid technique; all parts"
NFSC31;"Secondary implantation of total prosthesis in hip joint using hybrid technique; single part - proximal"
NFSC32;"Secondary implantation of total prosthesis in hip joint using hybrid technique; single part - distal"
NFSC33;"Secondary implantation of total prosthesis in hip joint using hybrid technique; single part - other"
NFSC39;"Secondary implantation of total prosthesis in hip joint using hybrid technique; other or unspecified"
NFSC40;"Secondary implantation of total prosthesis in hip joint using cement; all parts"
NFSC41;"Secondary implantation of total prosthesis in hip joint using cement; single part - proximal"
NFSC42;"Secondary implantation of total prosthesis in hip joint using cement; single part - distal"
NFSC43;"Secondary implantation of total prosthesis in hip joint using cement; single part - other"
NFSC49;"Secondary implantation of total prosthesis in hip joint using cement; other or unspecified"
NFSC50;Repair of hip prosthesis by bone transplant to femur and acetabulum
NFSC59;Secondary implantation of interposition prosthesis in hip joint
NFSC99;Other secondary prosthetic replacement in hip joint
NFSE10;Incision of capsule or ligament of hip joint
NFSE15;Plastic repair of capsule or ligament of hip joint
NFSE91;"Operation on capsule or ligament of hip joint; arthroscopic"
NFSE92;"Operation on capsule or ligament of hip joint; open"
NFSE99;"Operation on capsule or ligament of hip joint; unspecified"
NFSF01;"Total synovectomy of hip joint; arthroscopic"
NFSF02;"Total synovectomy of hip joint; open"
NFSF09;"Total synovectomy of hip joint; unspecified"
NFSF11;"Partial synovectomy of hip joint; arthroscopic"
NFSF12;"Partial synovectomy of hip joint; open"
NFSF19;"Partial synovectomy of hip joint; unspecified"
NFSF20;"Cleaning of hip joint; open"
NFSF21;"Fixation of fragment of surface of hip joint; arthroscopic"
NFSF22;"Fixation of fragment of surface of hip joint; open"
NFSF25;"Cleaning of hip joint; arthroscopic"
NFSF29;"Fixation of fragment of surface of hip joint; unspecified"
NFSF31;"Partial excision of joint cartilage of hip joint; arthroscopic"
NFSF32;"Partial excision of joint cartilage of hip joint; open"
NFSF39;"Partial excision of joint cartilage of hip joint; unspecified"
NFSF91;"Other operation on synovia or surface of hip joint; arthroscopic"
NFSF92;"Other operation on synovia or surface of hip joint; open"
NFSF99;"Other operation on synovia or surface of hip joint; unspecified"
NFSG00;Arthroplasty of hip joint
NFSG09;Excision arthroplasty of hip joint
NFSG19;Interposition arthroplasty of hip joint
NFSG29;Other arthroplasty of hip joint without prosthetic replacement
NFSG30;Fusion of hip joint
NFSG39;Fusion of hip joint without fixation
NFSG49;Fusion of hip joint with internal fixation
NFSG59;Fusion of hip joint with external fixation
NFSG99;Other excision, reconstruction or fusion fo hip joint
NFSH00;"Reduction of dislocation of hip joint; closed"
NFSH01;"Reduction of dislocation of hip joint; arthroscopic"
NFSH02;"Reduction of dislocation of hip joint; open"
NFSH20;"Reduction of dislocation prosthesis of hip joint; closed"
NFSH21;"Reduction of dislocation prosthesis of hip joint; arthroscopic"
NFSH22;"Reduction of dislocation prosthesis of hip joint; open"
NFSH30;"Freeing of adhesions of hip joint; closed"
NFSH31;"Freeing of adhesions of hip joint; arthroscopic"
NFSH32;"Freeing of adhesions of hip joint; open"
NFSH39;"Freeing of adhesions of hip joint; unspecified"
NFSH40;"Removal of foreign or loose body from hip joint; closed"
NFSH41;"Removal of foreign or loose body from hip joint; arthroscopic"
NFSH42;"Removal of foreign or loose body from hip joint; open"
NFSH49;"Removal of foreign or loose body from hip joint; unspecified"
NFSH51;"Excision of intraarticular exostosis or osteophyte of hip joint; arthroscopic"
NFSH52;"Excision of intraarticular exostosis or osteophyte of hip joint; open"
NFSH59;"Excision of intraarticular exostosis or osteophyte of hip joint; unspecified"
NFSH71;"Operation for habitual dislocation of hip joint; arthroscopic"
NFSH72;"Operation for habitual dislocation of hip joint; open"
NFSH79;"Operation for habitual dislocation of hip joint; unspecified"
NFSH90;"Other operation on hip joint; closed"
NFSH91;"Other operation on hip joint; arthroscopic"
NFSH92;"Other operation on hip joint; open"
NFSH99;"Other operation on hip joint; unspecified"
NFSJ00;"Closed reduction of fracture of femur; neck of femur"
NFSJ01;"Closed reduction of fracture of femur; pertrochanteric"
NFSJ02;"Closed reduction of fracture of femur; subtrochanteric"
NFSJ03;"Closed reduction of fracture of femur; proximal femur, other"
NFSJ04;"Closed reduction of fracture of femur; body of femur"
NFSJ05;Closed reduction of fracture of femur and bandage
NFSJ09;Closed reduction of fracture of femur
NFSJ10;"Open reduction of fracture of femur; neck of femur"
NFSJ11;"Open reduction of fracture of femur; pertrochanteric"
NFSJ12;"Open reduction of fracture of femur; subtrochanteric"
NFSJ13;"Open reduction of fracture of femur; proximal femur, other"
NFSJ14;"Open reduction of fracture of femur; body of femur"
NFSJ15;Open reduction of fracture of femur and bandage
NFSJ19;Open reduction of fracture of femur
NFSJ20;"External fixation of fracture of femur; neck of femur"
NFSJ21;"External fixation of fracture of femur; pertrochanteric"
NFSJ22;"External fixation of fracture of femur; subtrochanteric"
NFSJ23;"External fixation of fracture of femur; proximal femur, other"
NFSJ24;"External fixation of fracture of femur; body of femur"
NFSJ25;"External fixation of fracture of femur; distal femur"
NFSJ29;External fixation of fracture of femur, unspecified part
NFSJ30;"Internal fixation of fracture of femur using bioimplant; neck of femur"
NFSJ31;"Internal fixation of fracture of femur using bioimplant; pertrochanteric"
NFSJ32;"Internal fixation of fracture of femur using bioimplant; subtrochanteric"
NFSJ33;"Internal fixation of fracture of femur using bioimplant; proximal femur, other"
NFSJ34;"Internal fixation of fracture of femur using bioimplant; body of femur"
NFSJ35;"Internal fixation of fracture of femur using bioimplant; distal femur"
NFSJ39;Internal fixation of fracture of femur using bioimplant
NFSJ40;"Internal fixation of fracture of femur using wire, rod, cerclage or pin; neck of femur"
NFSJ41;"Internal fixation of fracture of femur using wire, rod, cerclage or pin; pertrochanteric"
NFSJ42;"Internal fixation of fracture of femur using wire, rod, cerclage or pin; subtrochanteric"
NFSJ43;"Internal fixation of fracture of femur using wire, rod, cerclage or pin; proximal femur, other"
NFSJ44;"Internal fixation of fracture of femur using wire, rod, cerclage or pin; body of femur"
NFSJ45;"Internal fixation of fracture of femur using wire, rod, cerclage or pin; distal femur"
NFSJ49;Internal fixation of fracture of femur using wire, rod, cerclage or pin
NFSJ50;"Internal fixation of fracture of femur using intramedullary nail; neck of femur"
NFSJ51;Internal fixation of fracture of femur with intramedullary nail
NFSJ52;"Internal fixation of fracture of femur using intramedullary nail; subtrochanteric"
NFSJ53;Internal fixation of fracture of upper femur with screws and sideplate
NFSJ54;"Internal fixation of fracture of femur using intramedullary nail; body of femur"
NFSJ55;"Internal fixation of fracture of femur using intramedullary nail; distal femur"
NFSJ59;Internal fixation of fracture of femur using intramedullary nail
NFSJ60;"Internal fixation of fracture of femur using plate and screws; neck of femur"
NFSJ61;"Internal fixation of fracture of femur using plate and screws; pertrochanteric"
NFSJ62;"Internal fixation of fracture of femur using plate and screws; subtrochanteric"
NFSJ63;"Internal fixation of fracture of femur using plate and screws; proximal femur, other"
NFSJ64;"Internal fixation of fracture of femur using plate and screws; body of femur"
NFSJ65;Internal fixation of fracture of other parts of femur with screws and plate
NFSJ69;Internal fixation of fracture of femur using plate and screws
NFSJ70;"Internal fixation of fracture of femur using screws alone; neck of femur"
NFSJ71;"Internal fixation of fracture of femur using screws alone; pertrochanteric"
NFSJ72;"Internal fixation of fracture of femur using screws alone; subtrochanteric"
NFSJ73;"Internal fixation of fracture of femur using screws alone; proximal femur, other"
NFSJ74;"Internal fixation of fracture of femur using screws alone; body of femur"
NFSJ75;"Internal fixation of fracture of femur using screws alone; distal femur"
NFSJ79;Internal fixation of fracture of femur using screws alone
NFSJ80;"Internal fixation of fracture of femur using other or combined methods; neck of femur"
NFSJ81;"Internal fixation of fracture of femur using other or combined methods; pertrochanteric"
NFSJ82;"Internal fixation of fracture of femur using other or combined methods; subtrochanteric"
NFSJ83;"Internal fixation of fracture of femur using other or combined methods; proximal femur, other"
NFSJ84;"Internal fixation of fracture of femur using other or combined methods; body of femur"
NFSJ85;Refixation of fracture of femur
NFSJ86;Late operation for fracture of femur to promote bone formation
NFSJ89;Internal fixation of fracture of femur using other or combined methods
NFSJ90;"Other fracture surgery of femur; neck of femur"
NFSJ91;"Other fracture surgery of femur; pertrochanteric"
NFSJ92;"Other fracture surgery of femur; subtrochanteric"
NFSJ93;"Other fracture surgery of femur; proximal femur, other"
NFSJ94;"Other fracture surgery of femur; body of femur"
NFSJ95;"Other fracture surgery of femur; distal femur"
NFSJ99;Other fracture surgery of femur
NFSK09;Excision of fragment of bone of femur
NFSK19;Partial or total excision of bone of femur
NFSK29;Fenestration or forage of femur
NFSK39;Curettage of cyst of femur
NFSK47;Total separation of growth plate of femur
NFSK48;Partial separation of growth plate of femur
NFSK49;Epiphysiodesis of femur
NFSK50;Shortening osteotomy of femur
NFSK59;Angulation, rotation or displacement osteotomy of femur
NFSK60;Lengthening osteotomy of femur
NFSK69;Shortening or lengthening osteotomy of femur
NFSK79;Bone transport operation of femur
NFSK89;Traction lengthening of epiphyseal plate of femur
NFSK99;Other operation on bone of femur
NFSL09;Freeing of muscle of hip or thigh
NFSL19;Suture or plastic repair of muscle of hip or thigh
NFSL29;Transposition of muscle of hip or thigh
NFSL39;Myotomy or tenotomy of hip or thigh with or without excision
NFSL49;Suture or reinsertion of tendon of hip or thigh
NFSL59;Tenolysis or tenosynovectomy of hip or thigh
NFSL69;Tenodes, shortening or lenghtening of a tendon of hip or thigh
NFSL89;Transpostion of tendon of hip or thigh
NFSL99;Other operation on muscle or tendon of hip or thigh
NFSM09;Fasciotomy of thigh
NFSM19;Partial or total excision of fascia of thigh
NFSM29;Suture of fascia of thigh
NFSM39;Excision of ganglion of hip or thigh
NFSM49;Division of tendonsheet of hip or thigh
NFSM59;Partial excision of tendonsheet of hip or thigh
NFSM79;Excision of bursa of hip or thigh
NFSM99;Other operation on fascia, ganglion or bursa of hip or thigh
NFSN09;Autograft of bone to femur
NFSN19;Allograft of bone to femur
NFSN29;Xenograft of bone to femur
NFSN39;Transplantation of tendon to hip or thigh
NFSN49;Transplantation of cartilage, periosteum or fascia to hip or thigh
NFSN99;Other transplantation in surgery of hip or thigh
NFSP29;Replantation of extremity at level of hip or thigh
NFSQ09;Exarticulation of hip
NFSQ19;Amputation of femur
NFSQ29;Revision of exarticulation or amputation stump of hip or femur
NFSQ99;Other amputation or related operation on hip or femur
NFSR09;Incomplete excision of soft tissue tumour of hip or thigh
NFSR19;Complete excision of soft tissue tumour of hip or thigh
NFSR29;Extended excision of soft tissue tumour of hip or thigh
NFSR39;Block excision of soft tissue tumour of hip or thigh
NFSR49;Incomplete excision of tumour of bone or cartilage of hip joint or femur
NFSR59;Complete excision of tumour of bone or cartilage of hip joint or femur
NFSR69;Extended excision of tumour of bone or cartilage of hip joint or femur
NFSR79;Block excision of tumour of bone or cartilage of hip joint or femur
NFSR80;Insertion of fixation device to prevent pathological fracture of femur
NFSR89;Total excision of femur with prosthetic replacement
NFSR99;Other operation for tumour of hip or thigh
NFSS09;Incision and debridement of infection of soft tissue of hip or thigh
NFSS19;Incision and debridement of infection of hip joint
NFSS29;Incision and debridement of infection of femur
NFSS39;Incision and debridement of infection of soft tissue of hip or thigh with implantation of drugs
NFSS49;Incision and debridement of infection of hip joint with introduction of therapeutic agent
NFSS59;Incision and debridement of infection of femur with introduction of therapeutic agent
NFSS99;Other operation for infection of tendon, joint or bone of hip or thigh
NFST39;Correction of deformity of hip joint or femur using muscle, tendon or ligament
NFST49;Correction of deformity of hip joint or femur using external or internal fixation
NFST59;Removal of foreign body from tissue of hip or thigh
NFST60;Redression and bandage of hip joint
NFST99;Other operation on hip or thigh
NFSU00;"Removal of partial prosthesis from hip joint; all parts"
NFSU01;"Removal of partial prosthesis from hip joint; single part - proximal"
NFSU02;"Removal of partial prosthesis from hip joint; single part - distal"
