7408	codes in current filter							
Code	Text	1.	2.	3.	4.	5.	6.	7.
NDL40	Sutur eller reinserering av fleksorsene i håndledd eller hånd	N	D	L	4	0		
NDL41	Sutur eller reinserering av ekstensorsene i håndledd eller hånd	N	D	L	4	1		
NDL42	Sutur eller reinserering av annen sene i håndledd eller hånd	N	D	L	4	2		
NDL50	Tenolyse eller tenosynovektomi av fleksorsene i håndledd eller hånd	N	D	L	5	0		
NDL51	Tenolyse eller tenosynovektomi av ekstensorsene i håndledd eller hånd	N	D	L	5	1		
NDL52	Tenolyse eller tenosynovektomi av annen sene i håndledd eller hånd	N	D	L	5	2		
NDL60	Tenodese, forkorting eller forlengelse av fleksorsene i håndledd eller hånd	N	D	L	6	0		
NDL61	Tenodese, forkorting eller forlengelse av ekstensorsene i håndledd eller hånd	N	D	L	6	1		
NDL62	Tenodese, forkorting eller forlengelse av annen sene i håndledd eller hånd	N	D	L	6	2		
NDL70	Eksisjon av fleksorsene i håndledd eller hånd	N	D	L	7	0		
NDL71	Eksisjon av ekstensorsene i håndledd eller hånd	N	D	L	7	1		
NDL72	Eksisjon av annen sene i håndledd eller hånd	N	D	L	7	2		
NDL80	Transposisjon av fleksorsene i håndledd eller hånd	N	D	L	8	0		
NDL81	Transposisjon av ekstensorsene i håndledd eller hånd	N	D	L	8	1		
NDL82	Transposisjon av annen sene i håndledd eller hånd	N	D	L	8	2		
NDL99	Annen operasjon på muskel eller sene i håndledd eller hånd	N	D	L	9	9		
NDM09	Fasciotomi i håndledd eller hånd	N	D	M	0	9		
NDM19	Reseksjon eller eksisjon av fascie i håndledd eller hånd	N	D	M	1	9		
NDM29	Sutur av fascie i håndledd eller hånd	N	D	M	2	9		
NDM39	Eksisjon av synovialt ganglion i håndledd eller hånd	N	D	M	3	9		
NDM49	Spalting av seneskjede i håndledd eller hånd	N	D	M	4	9		
NDM59	Reseksjon av seneskjede i håndledd eller hånd	N	D	M	5	9		
NDM69	Rekonstruksjon av senepulley i håndledd eller hånd	N	D	M	6	9		
NDM79	Eksisjon av bursa i håndledd eller hånd	N	D	M	7	9		
NDM99	Annen operasjon på fascie, ganglion, seneskjede eller bursa i håndledd eller hånd	N	D	M	9	9		
NDN09	Autotransplantasjon av bein til håndledd eller hånd	N	D	N	0	9		
NDN19	Allotransplantasjon av bein til håndledd eller hånd	N	D	N	1	9		
NDN29	Xenotransplantasjon av bein til håndledd eller hånd	N	D	N	2	9		
NDN39	Transplantasjon av sene til håndledd eller hånd	N	D	N	3	9		
NDN49	Transplantasjon av brusk, periost eller fascie til håndledd eller hånd	N	D	N	4	9		
NDN99	Annen transplantasjon til håndledd eller hånd	N	D	N	9	9		
NDP09	Replantasjon av finger	N	D	P	0	9		
NDP19	Autotransplantasjon eller transposisjon av finger eller tå	N	D	P	1	9		
NDP29	Replantasjon av hånd	N	D	P	2	9		
NDQ00	Eksartikulasjon i radiokarpalledd	N	D	Q	0	0		
NDQ01	Eksartikulasjon i håndrot	N	D	Q	0	1		
NDQ02	Eksartikulasjon i karpometakarpalledd	N	D	Q	0	2		
NDQ03	Eksartikulasjon i tommelens grunnledd	N	D	Q	0	3		
NDQ04	Eksartikulasjon i tommelens ytterledd	N	D	Q	0	4		
NDQ05	Eksartikulasjon i annet metakarpofalangealledd	N	D	Q	0	5		
NDQ06	Eksartikulasjon i interfalangealledd på annen finger	N	D	Q	0	6		
NDQ11	Amputasjon i håndrot eller mellomhånd	N	D	Q	1	1		
NDQ14	Partiell amputasjon av tommel	N	D	Q	1	4		
NDQ16	Partiell amputasjon av annen finger	N	D	Q	1	6		
NDQ20	Revisjon av eksartikulasjonsstump i radiokarpalledd	N	D	Q	2	0		
NDQ21	Revisjon av amputasjons- eller eksartikulasjonsstump i håndrot eller mellomhånd	N	D	Q	2	1		
NDQ22	Revisjon av eksartikulasjonsstump i karpometakarpalledd	N	D	Q	2	2		
NDQ23	Revisjon av stump etter total amputasjon av tommel	N	D	Q	2	3		
NDQ24	Revisjon av stump etter partiell amputasjon av tommel	N	D	Q	2	4		
NDQ25	Revisjon av stump etter total amputasjon av annen finger	N	D	Q	2	5		
NDQ26	Revisjon av stump etter partiell amputasjon av annen finger	N	D	Q	2	6		
NDQ90	Annen amputasjon eller tilhørende operasjon i radiokarpalledd	N	D	Q	9	0		
NDQ91	Annen amputasjon eller tilhørende operasjon i håndrot eller mellomhånd	N	D	Q	9	1		
NDQ92	Annen amputasjon eller tilhørende operasjon i karpometakarpalledd	N	D	Q	9	2		
NDQ93	Annen total amputasjon eller tilhørende operasjon i tommel	N	D	Q	9	3		
NDQ94	Annen partiell amputasjon eller tilhørende operasjon i tommel	N	D	Q	9	4		
NDQ95	Annen total amputasjon eller tilhørende operasjon i annen finger	N	D	Q	9	5		
NDQ96	Annen partiell amputasjon eller tilhørende operasjon i annen finger	N	D	Q	9	6		
NDR09	Reseksjon av bløtdelstumor i håndledd eller hånd	N	D	R	0	9		
NDR19	Marginal eksisjon av bløtdelstumor i håndledd eller hånd	N	D	R	1	9		
NDR29	Vid eksisjon av bløtdelstumor i håndledd eller hånd	N	D	R	2	9		
NDR39	Kompartmentell eksisjon av bløtdelstumor i håndledd eller hånd	N	D	R	3	9		
NDR49	Reseksjon av bein- eller brusktumor i håndledd eller hånd	N	D	R	4	9		
NDR59	Marginal eksisjon av bein- eller brusktumor i håndledd eller hånd	N	D	R	5	9		
NDR69	Vid eksisjon av bein- eller brusktumor i håndledd eller hånd	N	D	R	6	9		
NDR79	Kompartmentell eksisjon av bein- eller brusktumor i håndledd eller hånd	N	D	R	7	9		
NDR99	Annen operasjon for tumor i håndledd eller hånd	N	D	R	9	9		
NDS09	Incisjon og revisjon ved infeksjon i sene i håndledd eller hånd	N	D	S	0	9		
NDS19	Incisjon og revisjon ved leddinfeksjon i hånd	N	D	S	1	9		
NDS29	Incisjon og revisjon ved infeksjon i bein i håndledd eller hånd	N	D	S	2	9		
NDS39	Incisjon og revisjon med innlegging av terapeutisk substans ved infeksjon i sene i håndledd eller hånd	N	D	S	3	9		
NDS49	Incisjon og revisjon med innlegging av terapeutisk substans ved leddinfeksjon i hånd	N	D	S	4	9		
NDS59	Incisjon og revisjon med innlegging av terapeutisk substans ved infeksjon i bein i håndledd eller hånd	N	D	S	5	9		
NDS99	Annen operasjon for infeksjon i sene, ledd eller bein i håndledd eller hånd	N	D	S	9	9		
NDT09	Fjerning av fremmedlegeme fra vev i håndledd eller hånd	N	D	T	0	9		
NDT19	Mobilisering av ledd i hånd	N	D	T	1	9		
NDT39	Korreksjon av deformitet i håndledd eller hånd med muskel, sene eller ligament	N	D	T	3	9		
NDT49	Korreksjon av deformitet i håndledd eller hånd med ekstern eller intern fiksasjon	N	D	T	4	9		
NDT69	Pollicisasjon	N	D	T	6	9		
NDT79	Falangisering av metakarp	N	D	T	7	9		
NDT99	Annen operasjon på håndledd eller hånd	N	D	T	9	9		
NDU01	Fjerning av proksimal delprotese fra håndledd	N	D	U	0	1		
NDU02	Fjerning av distal delprotese fra håndledd	N	D	U	0	2		
NDU10	Fjerning av totalprotese fra håndledd	N	D	U	1	0		
NDU11	Fjerning av proksimal del av totalprotese fra håndledd	N	D	U	1	1		
NDU12	Fjerning av totalprotese fra håndledd	N	D	U	1	2		
NDU20	Fjerning av annen total leddprotese i hånd	N	D	U	2	0		
NDU21	Fjerning av proksimal del av protese fra annet ledd i hånd	N	D	U	2	1		
NDU22	Fjerning av distal del av protese fra annet ledd i hånd	N	D	U	2	2		
NDU23	Fjerning av annen enkelt del av protese fra annet ledd i hånd	N	D	U	2	3		
NDU39	Fjerning av eksternt fiksasjonsutstyr fra håndledd eller hånd	N	D	U	3	9		
NDU49	Fjerning av osteosyntesemateriale fra håndledd eller hånd	N	D	U	4	9		
NDU69	Fjerning av ligamentprotese fra håndledd eller hånd	N	D	U	6	9		
NDU89	Fjerning av terapeutisk substans etter infeksjonsbehandling i håndledd eller hånd	N	D	U	8	9		
NDU99	Fjerning av annet implantat fra håndledd eller hånd	N	D	U	9	9		
NDW49	Reoperasjon for sårruptur i håndledd eller hånd	N	D	W	4	9		
NDW59	Reoperasjon for overfladisk infeksjon i håndledd eller hånd	N	D	W	5	9		
NDW69	Reoperasjon for dyp infeksjon i håndledd eller hånd	N	D	W	6	9		
NDW79	Reoperasjon for overfladisk blødning i håndledd eller hånd	N	D	W	7	9		
NDW89	Reoperasjon for dyp blødning i håndledd eller hånd	N	D	W	8	9		
NDW99	Annen reoperasjon på håndledd eller hånd	N	D	W	9	9		
NEA00	Perkutan eksplorasjon av bløtdeler i bekkenet	N	E	A	0	0		
NEA02	Åpen eksplorasjon av bløtdeler i bekkenet	N	E	A	0	2		
NEA10	Perkutan eksplorasjon av ledd i bekkenet	N	E	A	1	0		
NEA12	Artrotomi i ileosakralledd	N	E	A	1	2		
NEA20	Perkutan biopsi av bløtdeler eller ledd i bekkenet	N	E	A	2	0		
NEA21	Endoskopisk biopsi av bløtdeler eller ledd i bekkenet	N	E	A	2	1		
NEA22	Åpen biopsi av bløtdeler eller ledd i bekkenet	N	E	A	2	2		
NEA30	Perkutan biopsi av bein i bekkenet	N	E	A	3	0		
NEA31	Endoskopisk biopsi av bein i bekkenet	N	E	A	3	1		
NEA32	Åpen biopsi av bein i bekkenet	N	E	A	3	2		
NEE99	Operasjon på leddkapsel eller ligament i bekkenet	N	E	E	9	9		
NEF99	Operasjon på synovialhinne eller leddflate i ileosakralledd	N	E	F	9	9		
NEG09	Eksisjonsartroplastikk i ileosakralledd	N	E	G	0	9		
NEG19	Interposisjonsartroplastikk i ileosakralledd	N	E	G	1	9		
NEG29	Annen artroplastikk uten protese i ileosakralledd	N	E	G	2	9		
NEG39	Artrodese i ileosakralledd uten fiksasjon	N	E	G	3	9		
NEG49	Artrodese i ileosakralledd med intern fiksasjon	N	E	G	4	9		
NEG59	Artrodese i ileosakralledd med ekstern fiksasjon	N	E	G	5	9		
NEG99	Annen eksisjon, rekonstruksjon eller artrodese i ileosakralledd	N	E	G	9	9		
NEH09	Reposisjon av ileosakralluksasjon	N	E	H	0	9		
NEH99	Annen operasjon på ileosakralledd	N	E	H	9	9		
NEJ09	Lukket reposisjon av bekkenfraktur	N	E	J	0	9		
NEJ19	Åpen reposisjon av bekkenfraktur	N	E	J	1	9		
NEJ29	Ekstern fiksasjon av bekkenfraktur	N	E	J	2	9		
NEJ39	Osteosyntese av bekkenfraktur med bioimplantat	N	E	J	3	9		
NEJ49	Osteosyntese av bekkenfraktur med metalltråd, cerclage eller pinne	N	E	J	4	9		
NEJ69	Osteosyntese av bekkenfraktur med plate og skruer	N	E	J	6	9		
NEJ79	Osteosyntese av bekkenfraktur med skruer	N	E	J	7	9		
NEJ89	Osteosyntese av bekkenfraktur med annet eller kombinert materiale	N	E	J	8	9		
NEJ99	Annen operativ bruddbehandling i bekkenet	N	E	J	9	9		
NEK09	Eksisjon av beinfragment i bekkenet	N	E	K	0	9		
NEK19	Reseksjon eller eksisjon av bein i bekkenet	N	E	K	1	9		
NEK29	Fenestrasjon eller oppboring av bein i bekkenet	N	E	K	2	9		
NEK39	Utskraping av beincyste i bekkenet	N	E	K	3	9		
NEK49	Epifysiodese i bekkenet	N	E	K	4	9		
NEK59	Osteotomi i bekkenet med aksekorreksjon, rotasjon eller forskyvning	N	E	K	5	9		
NEK79	Beintransportoperasjon i bekkenet	N	E	K	7	9		
NEK89	Epifysedistraksjon på bekkenet	N	E	K	8	9		
NEK99	Annen operasjon på bein i bekkenet	N	E	K	9	9		
NEL09	Frilegging av muskel i bekkenet	N	E	L	0	9		
NEL19	Sutur eller rekonstruksjon av muskel i bekkenet	N	E	L	1	9		
NEL29	Transposisjon av muskel i bekkenet	N	E	L	2	9		
NEL99	Annen operasjon på muskel eller sene i bekkenet	N	E	L	9	9		
NEM99	Operasjon på fascie, ganglion eller bursa i bekkenet	N	E	M	9	9		
NEN09	Autotransplantasjon av bein til bekkenet	N	E	N	0	9		
NEN19	Allotransplantasjon av bein til bekkenet	N	E	N	1	9		
NEN29	Xenotransplantasjon av bein til bekkenet	N	E	N	2	9		
NEN49	Transplantasjon av brusk, periost eller fascie til bekkenet	N	E	N	4	9		
NEN99	Annen transplantasjon i bekkenet	N	E	N	9	9		
NEQ19	Hemipelvektomi	N	E	Q	1	9		
NEQ29	Revisjon av amputasjons- eller eksartikulasjonsstump i bekkenet	N	E	Q	2	9		
NEQ99	Annen amputasjon i bekkenet eller tilhørende operasjon	N	E	Q	9	9		
NER09	Reseksjon av bløtdelstumor i bekkenet	N	E	R	0	9		
NER19	Marginal eksisjon av bløtdelstumor i bekkenet	N	E	R	1	9		
NER29	Vid eksisjon av bløtdelstumor i bekkenet	N	E	R	2	9		
NER39	Kompartmentell eksisjon av bløtdelstumor i bekkenet	N	E	R	3	9		
NER49	Reseksjon av bein- eller brusktumor i bekkenet	N	E	R	4	9		
NER59	Marginal eksisjon av bein- eller brusktumor i bekkenet	N	E	R	5	9		
NER69	Vid eksisjon av bein- eller brusktumor i bekkenet	N	E	R	6	9		
NER79	Kompartmentell eksisjon av bein- eller brusktumor i bekkenet	N	E	R	7	9		
NER99	Annen operasjon for tumor i bekkenet	N	E	R	9	9		
NES19	Incisjon og revisjon ved infeksjon i ileosakralledd	N	E	S	1	9		
NES29	Incisjon og revisjon ved infeksjon i bein i bekkenet	N	E	S	2	9		
NES49	Incisjon og revisjon med innlegging av terapeutisk substans ved infeksjon i ileosakralledd	N	E	S	4	9		
NES59	Incisjon og revisjon med innlegging av terapeutisk substans ved infeksjon i bein i bekkenet	N	E	S	5	9		
NES99	Annen operasjon for infeksjon i sene, ledd eller bein i bekkenet	N	E	S	9	9		
NET09	Fjerning av fremmedlegeme fra vev i bekkenet	N	E	T	0	9		
NET49	Korreksjon av deformitet av ledd i bekkenet med ekstern eller intern fiksasjon	N	E	T	4	9		
NET99	Annen operasjon på bekkenet	N	E	T	9	9		
NEU39	Fjerning av eksternt fiksasjonsutstyr fra bekkenet	N	E	U	3	9		
NEU49	Fjerning av osteosyntesemateriale fra bekkenet	N	E	U	4	9		
NEU89	Fjerning av terapeutisk substans etter infeksjonsbehandling i bekkenet	N	E	U	8	9		
NEU99	Fjerning av annet implantat fra bekkenet	N	E	U	9	9		
NEW49	Reoperasjon for sårruptur i bekkenet	N	E	W	4	9		
NEW59	Reoperasjon for overfladisk infeksjon i bekkenet	N	E	W	5	9		
NEW69	Reoperasjon for dyp infeksjon i bekkenet	N	E	W	6	9		
NEW79	Reoperasjon for overfladisk blødning i bekkenet	N	E	W	7	9		
NEW89	Reoperasjon for dyp blødning i bekkenet	N	E	W	8	9		
NEW99	Annen reoperasjon på bekkenet	N	E	W	9	9		
NFA00	Perkutan eksplorasjon av bløtdeler i hofte eller lår	N	F	A	0	0		
NFA02	Åpen eksplorasjon av bløtdeler i hofte eller lår	N	F	A	0	2		
NFA10	Perkutan eksplorasjon av hofteledd	N	F	A	1	0		
NFA11	Artroskopi i hofteledd	N	F	A	1	1		
NFA12	Artrotomi i hofteledd	N	F	A	1	2		
NFA20	Perkutan biopsi av bløtdeler eller ledd i hofte eller lår	N	F	A	2	0		
NFA22	Åpen biopsi av bløtdeler eller ledd i hofte eller lår	N	F	A	2	2		
NFA30	Perkutan biopsi av femur	N	F	A	3	0		
NFA32	Åpen biopsi av femur	N	F	A	3	2		
NFB01	Implantasjon av proksimal primær delprotese i hofteledd uten sement	N	F	B	0	1		
NFB02	Implantasjon av distal primær delprotese i hofteledd uten sement	N	F	B	0	2		
NFB11	Implantasjon av proksimal primær delprotese i hofteledd med sement	N	F	B	1	1		
NFB12	Implantasjon av distal primær delprotese i hofteledd med sement	N	F	B	1	2		
NFB20	Implantasjon av primær totalprotese i hofteledd uten sement	N	F	B	2	0		
NFB30	Implantasjon av primær totalprotese i hofteledd med hybrid teknikk	N	F	B	3	0		
NFB40	Implantasjon av primær totalprotese i hofteledd med sement	N	F	B	4	0		
NFB59	Implantasjon av primær interposisjonsprotese i hofteledd	N	F	B	5	9		
NFB99	Annen implantasjon av primær protese i hofteledd	N	F	B	9	9		
NFC01	Implantasjon av proksimal sekundær delprotese i hofteledd uten sement	N	F	C	0	1		
NFC02	Implantasjon av distal sekundær delprotese i hofteledd uten sement	N	F	C	0	2		
NFC03	Implantasjon av annen del av sekundær delprotese i hofteledd uten sement	N	F	C	0	3		
NFC11	Implantasjon av proksimal sekundær delprotese i hofteledd med sement	N	F	C	1	1		
NFC12	Implantasjon av distal sekundær delprotese i hofteledd med sement	N	F	C	1	2		
NFC13	Implantasjon av annen del av sekundær delprotese i hofteledd med sement	N	F	C	1	3		
NFC20	Implantasjon av sekundær totalprotese i hofteledd uten sement	N	F	C	2	0		
NFC21	Implantasjon av proksimal del av sekundær totalprotese i hofteledd uten sement	N	F	C	2	1		
NFC22	Implantasjon av distal del av sekundær totalprotese i hofteledd uten sement	N	F	C	2	2		
NFC23	Implantasjon av annen del av sekundær totalprotese i hofteledd uten sement	N	F	C	2	3		
NFC30	Implantasjon av sekundær totalprotese i hofteledd med hybrid teknikk	N	F	C	3	0		
NFC31	Implantasjon av proksimal del av sekundær totalprotese i hofteledd med hybrid teknikk	N	F	C	3	1		
NFC32	Implantasjon av distal del av sekundær totalprotese i hofteledd med hybrid teknikk	N	F	C	3	2		
NFC33	Implantasjon av annen del av sekundær totalprotese i hofteledd med hybrid teknikk	N	F	C	3	3		
NFC40	Implantasjon av sekundær totalprotese i hofteledd med sement	N	F	C	4	0		
NFC41	Implantasjon av proksimal del av sekundær totalprotese i hofteledd med sement	N	F	C	4	1		
NFC42	Implantasjon av distal del av sekundær totalprotese i hofteledd med sement	N	F	C	4	2		
NFC43	Implantasjon av annen del av sekundær totalprotese i hofteledd med sement	N	F	C	4	3		
NFC59	Implantasjon av sekundær interposisjonsprotese i hofteledd	N	F	C	5	9		
NFC99	Annen implantasjon av sekundær protese i hofteledd	N	F	C	9	9		
NFE91	Endoskopisk operasjon på leddkapsel eller ligament i hofteledd	N	F	E	9	1		
NFE92	Åpen operasjon på leddkapsel eller ligament i hofteledd	N	F	E	9	2		
NFF01	Endoskopisk total synovektomi i hofte	N	F	F	0	1		
NFF02	Åpen total synovektomi i hofte	N	F	F	0	2		
NFF11	Endoskopisk partiell synovektomi i hofte	N	F	F	1	1		
NFF12	Åpen partiell synovektomi i hofte	N	F	F	1	2		
NFF21	Endoskopisk fiksasjon av leddflatefragment i hofte	N	F	F	2	1		
NFF22	Åpen fiksasjon av leddflatefragment i hofte	N	F	F	2	2		
NFF31	Endoskopisk reseksjon av leddbrusk i hofte	N	F	F	3	1		
NFF32	Åpen reseksjon av leddbrusk i hofte	N	F	F	3	2		
NFF91	Annen endoskopisk operasjon på synovialhinne eller leddflate i hofte	N	F	F	9	1		
NFF92	Annen åpen operasjon på synovialhinne eller leddflate i hofte	N	F	F	9	2		
NFG09	Eksisjonsartroplastikk i hofteledd	N	F	G	0	9		
NFG19	Interposisjonsartroplastikk i hofteledd	N	F	G	1	9		
NFG29	Annen artroplastikk i hofteledd uten protese	N	F	G	2	9		
NFG39	Artrodese i hofteledd uten fiksasjon	N	F	G	3	9		
NFG49	Artrodese i hofteledd med intern fiksasjon	N	F	G	4	9		
NFG59	Artrodese i hofteledd med ekstern fiksasjon	N	F	G	5	9		
NFH00	Lukket reposisjon av hofteluksasjon	N	F	H	0	0		
NFH02	Åpen reposisjon av hofteluksasjon	N	F	H	0	2		
NFH20	Lukket reposisjon av proteseluksasjon i hofteledd	N	F	H	2	0		
NFH22	Åpen reposisjon av proteseluksasjon i hofteledd	N	F	H	2	2		
NFH31	Endoskopisk adheranseløsning i hofteledd	N	F	H	3	1		
NFH32	Åpen adheranseløsning i hofteledd	N	F	H	3	2		
NFH41	Endoskopisk fjerning av fremmed eller fritt legeme fra hofteledd	N	F	H	4	1		
NFH42	Åpen fjerning av fremmed eller fritt legeme fra hofteledd	N	F	H	4	2		
NFH51	Endoskopisk eksisjon av intraartikulær eksostose eller osteofytt i hofteledd	N	F	H	5	1		
NFH52	Åpen eksisjon av intraartikulær eksostose eller osteofytt i hofteledd	N	F	H	5	2		
NFH90	Annen perkutan operasjon på hofteledd	N	F	H	9	0		
NFH91	Annen endoskopisk operasjon på hofteledd	N	F	H	9	1		
NFH92	Annen åpen operasjon på hofteledd	N	F	H	9	2		
NFJ00	Lukket reposisjon av lårhalsfraktur	N	F	J	0	0		
NFJ01	Lukket reposisjon av pertrokantær femurfraktur	N	F	J	0	1		
NFJ02	Lukket reposisjon av subtrokantær femurfraktur	N	F	J	0	2		
NFJ03	Lukket reposisjon av annen proksimal femurfraktur	N	F	J	0	3		
NFJ04	Lukket reposisjon av femurskaftfraktur	N	F	J	0	4		
NFJ05	Lukket reposisjon av distal femurfraktur	N	F	J	0	5		
NFJ10	Åpen reposisjon av lårhalsfraktur	N	F	J	1	0		
NFJ11	Åpen reposisjon av pertrokantær femurfraktur	N	F	J	1	1		
NFJ12	Åpen reposisjon av subtrokantær femurfraktur	N	F	J	1	2		
NFJ13	Åpen reposisjon av annen proksimal femurfraktur	N	F	J	1	3		
NFJ14	Åpen reposisjon av femurskaftfraktur	N	F	J	1	4		
NFJ15	Åpen reposisjon av distal femurfraktur	N	F	J	1	5		
NFJ20	Ekstern fiksasjon av lårhalsfraktur	N	F	J	2	0		
NFJ21	Ekstern fiksasjon av pertrokantær femurfraktur	N	F	J	2	1		
NFJ22	Ekstern fiksasjon av subtrokantær femurfraktur	N	F	J	2	2		
NFJ23	Ekstern fiksasjon av annen proksimal femurfraktur	N	F	J	2	3		
NFJ24	Ekstern fiksasjon av femurskaftfraktur	N	F	J	2	4		
NFJ25	Ekstern fiksasjon av distal femurfraktur	N	F	J	2	5		
NFJ30	Osteosyntese av lårhalsfraktur med bioimplantat	N	F	J	3	0		
NFJ31	Osteosyntese av pertrokantær femurfraktur med bioimplantat	N	F	J	3	1		
NFJ32	Osteosyntese av subtrokantær femurfraktur med bioimplantat	N	F	J	3	2		
NFJ33	Osteosyntese av annen proksimalfemurfraktur med bioimplantat	N	F	J	3	3		
NFJ34	Osteosyntese av femurskaftfraktur med bioimplantat	N	F	J	3	4		
NFJ35	Osteosyntese av distal femurfraktur med bioimplantat	N	F	J	3	5		
NFJ40	Osteosyntese av lårhalsfraktur med metalltråd, cerclage eller pinne	N	F	J	4	0		
NFJ41	Osteosyntese av pertrokantær femurfraktur med metalltråd, cerclage eller pinne	N	F	J	4	1		
NFJ42	Osteosyntese av subtrokantær femurfraktur med metalltråd, cerclage eller pinne	N	F	J	4	2		
NFJ43	Osteosyntese av annen proksimal femurfraktur med metalltråd, cerclage eller pinne	N	F	J	4	3		
NFJ44	Osteosyntese av femurskaftfraktur med metalltråd, cerclage eller pinne	N	F	J	4	4		
NFJ45	Osteosyntese av distal femurfraktur med metalltråd, cerclage eller pinne	N	F	J	4	5		
NFJ50	Osteosyntese av lårhalsfraktur med margnagle	N	F	J	5	0		
NFJ51	Osteosyntese av pertrokantær femurfraktur med margnagle	N	F	J	5	1		
NFJ52	Osteosyntese av subtrokantær femurfraktur med margnagle	N	F	J	5	2		
NFJ53	Osteosyntese av annen proksimal femurfraktur med margnagle	N	F	J	5	3		
NFJ54	Osteosyntese av femurskaftfraktur med margnagle	N	F	J	5	4		
NFJ55	Osteosyntese av distal femurfraktur med margnagle	N	F	J	5	5		
NFJ60	Osteosyntese av lårhalsfraktur med plate og skruer	N	F	J	6	0		
NFJ61	Osteosyntese av pertrokantær femurfraktur med plate og skruer	N	F	J	6	1		
NFJ62	Osteosyntese av subtrokantær femurfraktur med plate og skruer	N	F	J	6	2		
NFJ63	Osteosyntese av annen proksimal femurfraktur med plate og skruer	N	F	J	6	3		
NFJ64	Osteosyntese av femurskaftfraktur med plate og skruer	N	F	J	6	4		
NFJ65	Osteosyntese av distal femurfraktur med plate og skruer	N	F	J	6	5		
NFJ70	Osteosyntese av lårhalsfraktur med skruer	N	F	J	7	0		
NFJ71	Osteosyntese av pertrokantær femurfraktur med skruer	N	F	J	7	1		
NFJ72	Osteosyntese av subtrokantær femurfraktur med skruer	N	F	J	7	2		
NFJ73	Osteosyntese av annen proksimal femurfraktur med skruer	N	F	J	7	3		
NFJ74	Osteosyntese av femurskaftfraktur med skruer	N	F	J	7	4		
NFJ75	Osteosyntese av distal femurfraktur med skruer	N	F	J	7	5		
NFJ80	Osteosyntese av lårhalsfraktur med annet eller kombinert materiale	N	F	J	8	0		
NFJ81	Osteosyntese av pertrokantær femurfraktur med annet eller kombinert materiale	N	F	J	8	1		
NFJ82	Osteosyntese av subtrokantær femurfraktur med annet eller kombinert materiale	N	F	J	8	2		
NFJ83	Osteosyntese av annen proksimal femurfraktur med annet eller kombinert materiale	N	F	J	8	3		
NFJ84	Osteosyntese av femurskaftfraktur med annet eller kombinert materiale	N	F	J	8	4		
NFJ85	Osteosyntese av distal femurfraktur med annet eller kombinert materiale	N	F	J	8	5		
NFJ90	Annen osteosyntese av lårhalsfraktur	N	F	J	9	0		
NFJ91	Annen osteosyntese av pertrokantær femurfraktur	N	F	J	9	1		
NFJ92	Annen osteosyntese av subtrokantær femurfraktur	N	F	J	9	2		
NFJ93	Annen osteosyntese av annen proksimal femurfraktur	N	F	J	9	3		
NFJ94	Annen osteosyntese av femurskaftfraktur	N	F	J	9	4		
NFJ95	Annen osteosyntese av distal femurfraktur	N	F	J	9	5		
NFK09	Eksisjon av beinfragment i femur	N	F	K	0	9		
NFK19	Reseksjon eller eksisjon av bein i femur	N	F	K	1	9		
NFK29	Fenestrasjon eller oppboring av femur	N	F	K	2	9		
NFK39	Utskraping av cyste i femur	N	F	K	3	9		
NFK49	Epifysiodese av femur	N	F	K	4	9		
NFK59	Osteotomi av femur med aksekorreksjon, rotasjon eller forskyvning	N	F	K	5	9		
NFK69	Osteotomi av femur med forkorting eller forlengelse	N	F	K	6	9		
NFK79	Beintransportoperasjon av femur	N	F	K	7	9		
NFK89	Epifysedistraksjon på femur	N	F	K	8	9		
NFK99	Annen operasjon på bein i femur	N	F	K	9	9		
NFL09	Frilegging av muskel i hofte eller lår	N	F	L	0	9		
NFL19	Sutur eller rekonstruksjon av muskel i hofte eller lår	N	F	L	1	9		
NFL29	Transposisjon av muskel i hofte eller lår	N	F	L	2	9		
NFL39	Myotomi eller tenotomi i hofte eller lår	N	F	L	3	9		
NFL99	Annen operasjon på muskel eller sene i hofte eller lår	N	F	L	9	9		
NFM09	Fasciotomi på lår	N	F	M	0	9		
NFM19	Reseksjon eller eksisjon av fascie på lår	N	F	M	1	9		
NFM29	Sutur av fascie på lår	N	F	M	2	9		
NFM79	Eksisjon av bursa i hofte eller lår	N	F	M	7	9		
NFM99	Annen operasjon på fascie, ganglion eller bursa i hofte eller lår	N	F	M	9	9		
NFN09	Autotransplantasjon av bein til femur	N	F	N	0	9		
NFN19	Allotransplantasjon av bein til femur	N	F	N	1	9		
NFN29	Xenotransplantasjon av bein til femur	N	F	N	2	9		
NFN39	Transplantasjon av sene til hofte eller lår	N	F	N	3	9		
NFN49	Transplantasjon av brusk, periost eller fascie til hofte eller lår	N	F	N	4	9		
NFN99	Annen transplantasjon i hofte eller lår	N	F	N	9	9		
NFP29	Replantasjon av underekstremitet i hofte- eller lårnivå	N	F	P	2	9		
NFQ09	Eksartikulasjon i hofte	N	F	Q	0	9		
NFQ19	Amputasjon av femur	N	F	Q	1	9		
NFQ29	Revisjon av eksartikulasjons- eller amputasjonsstump i hofte eller lår	N	F	Q	2	9		
NFQ99	Annen amputasjon eller tilhørende operasjon på hofte eller lår	N	F	Q	9	9		
NFR09	Reseksjon av bløtdelstumor i hofte eller lår	N	F	R	0	9		
NFR19	Marginal eksisjon av bløtdelstumor i hofte eller lår	N	F	R	1	9		
