Code Type;Year;Code;Code Text;Change from 2012 to 2013?
NCSP;2012;CHF30;Cyclodialyse;
NCSP;2012;CHF99;Annen operasjon pÜ corpus ciliare;
NCSP;2012;CHW99;Annen op fremre kammer, kammervinkel, iris el corp ciliare;
NCSP;2012;CJA00;Implantasjon av intraokulër kontaktlinse i fremre kammer;
NCSP;2012;CJA10;Implantasjon av intraokulër kontaktlinse i bakre kammer;
NCSP;2012;CJB00;Kirurgisk discisjon av sekundër katarakt;
NCSP;2012;CJB10;Laserdiscisjon av sekundër katarakt;
NCSP;2012;CJB20;Skylling og polering av sekundër katarakt;
NCSP;2012;CJB30;Eksisjon av sekundër katarakt;
NCSP;2012;CJB40;Fremre laserkapsulotomi;
NCSP;2012;CJB99;Annen operasjon for sekundër katarakt;
NCSP;2012;CJC00;Intrakapsulër kataraktekstraksjon;
NCSP;2012;CJC05;Intrakapsulër kataraktekstraksjon m/iridektomi el iridotomi;
NCSP;2012;CJC10;Intrakaps kataraktekstr m/impl av kunstig linse i camera ant;
NCSP;2012;CJC15;Intrkaps ktrktxtr m/impl linse cam ant & iridekt/iridotomi;
NCSP;2012;CJC20;Intrakaps kataraktekstr m/impl kunstig linse i camera post;
NCSP;2012;CJC25;Intrkaps ktrktxtr m/impl linse cam post & iridekt/iridotomi;
NCSP;2012;CJC99;Annen intrakapsulër kataraktoperasjon;
NCSP;2012;CJD00;Ekstrakapsulër kataraktekstraksjon;
NCSP;2012;CJD05;Ekstrakaps kataraktekstr med iridektomi eller iridotomi;
NCSP;2012;CJD10;Ekstrakaps kataraktekstr m/impl kunstig linse i camera ant;
NCSP;2012;CJD15;Xtrakps ktrktxtr m/impl linse i cam ant & iridekt/iridotomi;
NCSP;2012;CJD20;Ekstrakaps kataraktekstr m/impl kunstig linse i camera post;
NCSP;2012;CJD25;Ekskaps katekstr m/impl linse i cam post & iridekt/iridotomi;
NCSP;2012;CJD30;Pars plana-lensektomi;
NCSP;2012;CJD99;Annen ekstrakapsulër kataraktoperasjon;
NCSP;2012;CJE00;Fakoemulsifikasjon;
NCSP;2012;CJE05;Fakoemulsifikasjon med iridektomi eller iridotomi;
NCSP;2012;CJE10;Fakoemuls med implantasjon av kunstig linse i fremre kammer;
NCSP;2012;CJE15;Fakoemuls m/impl kunstig linse i cam ant & iridekt/iridotomi;
NCSP;2012;CJE20;Fakoemuls med implantasjon av kunstig linse i bakre kammer;
NCSP;2012;CJE25;Fakoemuls m/impl kunst linse i cam post & iridekt/iridotomi;
NCSP;2012;CJE99;Annen ekstrakapsulër kataraktoperasjon med emulsifikasjon;
NCSP;2012;CJF00;Sekundër implantasjon av kunstig linse i fremre kammer;
NCSP;2012;CJF10;Sekundër implantasjon av kunstig linse i bakre kammer;
NCSP;2012;CJF20;Fjerning av kunstig linse;
NCSP;2012;CJF30;Reposisjon av kunstig linse;
NCSP;2012;CJF40;Utskifting av kunstig linse i fremre kammer;
NCSP;2012;CJF45;Utskift av kunstig linse i fremre kammer m/iridekt/iridotomi;
NCSP;2012;CJF50;Utskifting av kunstig linse i bakre kammer;
NCSP;2012;CJF55;Utskift av kunstig linse i bakre kammer m/iridekt/iridotomi;
NCSP;2012;CJF99;Annen operasjon ved kunstig linse;
NCSP;2012;CJG00;Ekstraksjon av luksert linse;
NCSP;2012;CJG05;Ekstraksjon av luksert linse med iridektomi eller iridotomi;
NCSP;2012;CJG10;Ekstr av luksert linse m/impl av kunstig linse i camera ant;
NCSP;2012;CJG15;Xtr lux linse m/impl linse i camera ant & iridekt/iridotomi;
NCSP;2012;CJG20;Ekstr av luksert linse m/impl av kunstig linse i camera post;
NCSP;2012;CJG25;Xtr lux linse m/impl linse i camera post & iridekt/iridotomi;
NCSP;2012;CJG99;Annen operasjon ved linseluksasjon;
NCSP;2012;CJW99;Annen operasjon pÜ linse;
NCSP;2012;CKA00;Biopsi av choroidea;
NCSP;2012;CKA10;Biopsi av corpus vitreum;
NCSP;2012;CKA20;Biopsi av retina;
NCSP;2012;CKB00;Punksjon og aspirasjon av corpus vitreum;
NCSP;2012;CKB10;Punksjon, aspirasjon av corpus vitreum og inj av substitutt;
NCSP;2012;CKB99;Annen operasjon ved chorioidallõsning;
NCSP;2012;CKC00;Laservitreolyse;
NCSP;2012;CKC05;Transpupillër laserbehandling av lesjon i choroidea;
NCSP;2012;CKC12;Transpupillër laserbehandling av retina;
NCSP;2012;CKC20;Cryopeksi av tilliggende retina;
NCSP;2012;CKC30;Cryopeksi av avlõst retina;
NCSP;2012;CKC40;Elektrokoagulasjon av retina;
NCSP;2012;CKC50;Transskleral laserterapi av retina;
NCSP;2012;CKC60;Lokal innbukning av sclera med plombe;
NCSP;2012;CKC65;Fjerning av plombe fra sclera;
NCSP;2012;CKC70;Sirkulër innbukning av sclera;
NCSP;2012;CKC75;Fjerning av cerclage fra sclera;
NCSP;2012;CKC99;Annen ekstraokulër operasjon pÜ corpus vitreum eller retina;
NCSP;2012;CKD00;Dekompressiv punktur av corpus vitreum;
NCSP;2012;CKD05;Injeksjon av medikament i corpus vitreum;
NCSP;2012;CKD10;Insufflasjon av corpus vitreum;
NCSP;2012;CKD15;Injeksjon av substitutt i corpus vitreum;
NCSP;2012;CKD20;Fjerning av corpus vitreum-substitutt;
NCSP;2012;CKD25;Ekstern drenasje av subretinal vëske;
NCSP;2012;CKD30;Intern drenasje av subretinal vëske;
NCSP;2012;CKD40;Endofotokoagulasjon av retina;
NCSP;2012;CKD45;Endokryokirurgi av retina;
NCSP;2012;CKD50;Endodiatermi av retina;
NCSP;2012;CKD60;Fremre vitrektomi;
NCSP;2012;CKD65;Pars plana- eller pars plicata-vitrektomi;
NCSP;2012;CKD70;Eksisjon av preretinal eller epiretinal membran;
NCSP;2012;CKD75;Retinotomi;
NCSP;2012;CKD80;Retinektomi;
NCSP;2012;CKD85;Fjerning av subretinal membran eller streng;
NCSP;2012;CKD90;Fjerning av subretinal blõdning;
NCSP;2012;CKD99;Annen intraokulër operasjon pÜ corpus vitreum eller retina;
NCSP;2012;CKE00;Ekstirpasjon av lesjon i choroidea;
NCSP;2012;CKE15;Endofotokoagulasjon av lesjon i choroidea;
NCSP;2012;CKE20;Kryokirurgi av lesjon i choroidea;
NCSP;2012;CKE30;Ekstirpasjon av lesjon i retina;
NCSP;2012;CKE45;Endofotokoagulasjon av lesjon i retina;
NCSP;2012;CKE50;Kryokirurgi av lesjon i retina;
NCSP;2012;CKE60;Brakyterapi av choroidea og retina;
NCSP;2012;CKE65;Fjerning av brakyterapeutisk plate fra õye;
NCSP;2012;CKE99;Annen operasjon for lesjon i choroidea eller retina;
NCSP;2012;CKW99;Annen operasjon pÜ choroidea, corpus vitreum eller retina;
NCSP;2012;CWA00;Reoperasjon for sÜrruptur i õye eller õyeregion;
NCSP;2012;CWB00;Reoperasjon for overfladisk infeksjon i õye eller õyeregion;
NCSP;2012;CWC00;Reoperasjon for dyp infeksjon i õye eller õyeregion;
NCSP;2012;CWD00;Reoperasjon for overfladisk blõdning i õye eller õyeregion;
NCSP;2012;CWE00;Reoperasjon for dyp blõdning i õye eller õyeregion;
NCSP;2012;CWF00;Reop for insuffisiens av anastomose el sutur i õye el õyereg;
NCSP;2012;CWW99;Annen reoperasjon pÜ õye eller õyeregion;
NCSP;2012;DAA00;Incisjon av aurikkel;
NCSP;2012;DAB00;Eksisjon av lesjon av aurikkel;
NCSP;2012;DAB10;Reseksjon av aurikkel;
NCSP;2012;DAB20;Eksisjon av aurikkelfistel;
NCSP;2012;DAC00;Fjerning av fremmedlegeme fra aurikkel;
NCSP;2012;DAD00;Sutur av aurikkel;
NCSP;2012;DAD10;Rekonstruksjon av aurikkel;
NCSP;2012;DAD20;Beinforankring av aurikkelprotese;
NCSP;2012;DAD30;Aurikkelplastikk;
NCSP;2012;DAW99;Annet inngrep pÜ aurikkel;
NCSP;2012;DBA00;Incisjon i õregang;
NCSP;2012;DBB00;Eksisjon av lesjon i õregang;
NCSP;2012;DBD00;Sutur av õregang;
NCSP;2012;DBD10;Rekonstruksjon av õregang;
NCSP;2012;DBD20;ùregangsplastikk;
NCSP;2012;DBD30;Korreksjon av õregangsatresi;
NCSP;2012;DBW99;Annen operasjon pÜ õregang;
NCSP;2012;DCA00;Biopsi av trommehinne eller mellomõre;
NCSP;2012;DCA10;Paracentese av trommehinne;
NCSP;2012;DCA20;Innlegging av ventilasjonsrõr gjennom trommehinne;
NCSP;2012;DCA30;Eksplorasjon av mellomõre;
NCSP;2012;DCB00;Eksisjon av lesjon i mellomõre;
NCSP;2012;DCB10;Adheranselõsning i mellomõre;
NCSP;2012;DCB20;Reseksjon av mellomõre;
NCSP;2012;DCB30;Eksisjon av mellomõre;
NCSP;2012;DCC00;Fjerning av fremmedlegeme fra mellomõre;
NCSP;2012;DCD00;Myringoplastikk;
NCSP;2012;DCD10;Tympanoplastikk;
NCSP;2012;DCW00;Fjerning av ventilasjonsrõr fra trommehinne;
NCSP;2012;DCW99;Annen operasjon pÜ trommehinne eller mellomõre;
NCSP;2012;DDA00;Stapedotomi;
NCSP;2012;DDA10;Eksplorasjon av õrebeinskjeden;
NCSP;2012;DDB00;Stapedektomi;
NCSP;2012;DDC00;Fjerning av õrebeinsprotese;
NCSP;2012;DDD00;Mobilisering av stapes;
NCSP;2012;DDD05;Rekonstruksjon av õrebeinskjeden;
NCSP;2012;DDD10;Interposisjon mellom malleus og stapes;
NCSP;2012;DDD20;Interposisjon mellom trommehinne og stapes;
NCSP;2012;DDD30;Fiksasjon av trommehinne til stapeshode;
NCSP;2012;DDD40;Fiksasjon av trommehinne til stapesplate;
NCSP;2012;DDW99;Annen operasjon pÜ õrebeinskjeden;
NCSP;2012;DEA00;Biopsi av processus mastoideus eller tinningbeinet;
NCSP;2012;DEA10;Attico-antrotomi;
NCSP;2012;DEB00;Kortikal mastoidektomi;
NCSP;2012;DEB10;Attico-antro-mastoidektomi;
NCSP;2012;DEB20;Attico-antro-mastoidektomi og bakre tympanotomi;
NCSP;2012;DEB25;Attico-antro-mastoidektomi og tympanoplastikk;
NCSP;2012;DEB30;Radikal mastoidektomi;
NCSP;2012;DEB40;Mastoidreseksjon;
NCSP;2012;DEB50;Reseksjon av tinningbein;
NCSP;2012;DEB60;Eksisjon av tinningbein;
NCSP;2012;DEC00;Fj fremmedlegeme fra proc mastoideus/tinningbeinet;
NCSP;2012;DED00;Obliterasjon av mastoid reseksjonshule;
NCSP;2012;DEE00;Beinforankring av hõreapparat;
NCSP;2012;DEW99;Annen operasjon pÜ processus mastoideus eller tinningbeinet;
NCSP;2012;DFA00;Saccotomi;
NCSP;2012;DFA10;Translabyrintër eksplorasjon av pyramidespiss;
NCSP;2012;DFB00;Labyrintektomi;
NCSP;2012;DFB10;Labyrintdestruksjon;
NCSP;2012;DFC00;Fjerning av fremmedlegeme fra det indre õre;
NCSP;2012;DFD00;Fenestrasjon av buegang;
NCSP;2012;DFD10;Rekonstruksjon av det ovale vindu;
NCSP;2012;DFD20;Lukking av ruptur av det runde vindu;
NCSP;2012;DFD30;Lukking av ruptur av det ovale vindu;
NCSP;2012;DFE00;Innlegging av cochleaimplantat;
NCSP;2012;DFW99;Annen operasjon pÜ det indre õre;
NCSP;2012;DGA00;Biopsi av tuba auditiva;
NCSP;2012;DGB00;Obliterasjon av tuba auditiva;
NCSP;2012;DGW00;Dilatasjon av tuba auditiva;
NCSP;2012;DGW99;Annen operasjon pÜ tuba auditiva;
NCSP;2012;DHA00;Incisjon i nese;
NCSP;2012;DHA10;Biopsi fra nesehule;
NCSP;2012;DHB00;Eksisjon av utvendig neselesjon;
NCSP;2012;DHB10;Eksisjon av lesjon i nesehule;
NCSP;2012;DHB20;Polyppevulsjon i nese;
NCSP;2012;DHB30;Antrokoanal polyppevulsjon;
NCSP;2012;DHB40;Conchotomi;
NCSP;2012;DHB45;Vevsdestruksjon pÜ nesemusling;
NCSP;2012;DHB50;Conchoplastikk;
NCSP;2012;DHC05;Fjerning av penetrerende fremmedlegeme fra nese;
NCSP;2012;DHC10;Fjerning av implantat fra neseskjelett;
NCSP;2012;DHD00;Innvendig sutur av nese;
NCSP;2012;DHD10;Lukket reposisjon av nesefraktur;
NCSP;2012;DHD20;èpen reposisjon av nesefraktur;
NCSP;2012;DHD30;Osteosyntese av nesefraktur;
NCSP;2012;DHW99;Annen operasjon pÜ nese;
NCSP;2012;DJA00;Incisjon av neseseptum;
NCSP;2012;DJA10;Biopsi av neseseptum;
NCSP;2012;DJA20;Transseptal Üpning av sfenoidalsinus;
NCSP;2012;DJB10;Reseksjon av neseseptum;
NCSP;2012;DJD00;Sutur av neseseptum;
NCSP;2012;DJD10;Lukking av perforasjon i neseseptum;
NCSP;2012;DJD20;Neseseptumplastikk;
NCSP;2012;DJD30;Lukket reposisjon av neseseptumfraktur;
NCSP;2012;DJD40;èpen reposisjon av neseseptumfraktur;
NCSP;2012;DJW99;Annen operasjon pÜ neseseptum;
NCSP;2012;DKW00;Koagulasjon av neseslimhinne;
NCSP;2012;DKW10;Fremre nesetamponade;
NCSP;2012;DKW20;Bakre nesetamponade;
NCSP;2012;DKW30;Koagulasjon av arterie i nesehule;
NCSP;2012;DKW40;Ligatur av arterie i nesehule;
NCSP;2012;DKW99;Annet inngrep ved neseblõdning;
NCSP;2012;DLD00;Rekonstruksjon av nesebrusk;
NCSP;2012;DLD10;Rekonstruksjon av brusk og bein i neseskjelettet;
NCSP;2012;DLD20;Rhinoplastikk;
NCSP;2012;DLD25;Korreksjon av koanalatresi;
NCSP;2012;DLD30;Rekonstruksjon av nese;
NCSP;2012;DLW99;Annen plastisk operasjon pÜ nese;
NCSP;2012;DMA00;Biopsi av maksillarsinus;
NCSP;2012;DMA10;Eksplorasjon av maksillarsinus;
NCSP;2012;DMB00;Trepanasjon av maksillarsinus;
NCSP;2012;DMB10;Radikaloperasjon av maksillarsinus;
NCSP;2012;DMB20;Funksjonell endoskopisk Üpning av maksillarsinus;
NCSP;2012;DMB30;Transmaksillër ekstirpasjon av lesjon i maksillarsinus;
NCSP;2012;DMB40;Ekstirpasjon av lesjon i kjevehule gjennom lateral rhinotomi;
NCSP;2012;DMC00;Fjerning av fremmedlegeme fra maksillarsinus;
NCSP;2012;DMW00;Intubasjon av maksillarsinus;
NCSP;2012;DMW99;Annen operasjon pÜ maksillarsinus;
NCSP;2012;DNA00;Biopsi av ethmoidalsinus;
NCSP;2012;DNB00;Ekstern ethmoidektomi;
NCSP;2012;DNB10;Endonasal ethmoidektomi;
NCSP;2012;DNB20;Endoskopisk ethmoidektomi;
NCSP;2012;DNB30;Eksisjon av lesjon av ethmoidalsinus;
NCSP;2012;DNB40;Sublabial rhinotomi;
NCSP;2012;DNC00;Fjerning av fremmedlegeme fra ethmoidalsinus;
NCSP;2012;DNW99;Annen operasjon pÜ ethmoidalsinus eller ethmoidalbeinet;
NCSP;2012;DPA00;Biopsi av frontalsinus;
NCSP;2012;DPA10;Biopsi av sfenoidalsinus;
NCSP;2012;DPA20;Trepanasjon av frontalsinus;
NCSP;2012;DPA30;Sfenotomi;
NCSP;2012;DPB00;Reseksjon av frontalsinus;
NCSP;2012;DPB10;Reseksjon av sfenoidalsinus;
NCSP;2012;DPB20;Obliterasjon av frontalsinus;
NCSP;2012;DPC05;Fjerning av fremmedlegeme fra frontal- eller sfenoidalsinus;
NCSP;2012;DPW00;Innlegging av dren i frontalsinus;
NCSP;2012;DPW10;Innlegging av dren i sfenoidalsinus;
NCSP;2012;DPW99;Annen operasjon pÜ frontal- eller sfenoidalsinus;
NCSP;2012;DQA00;Laryngotomi;
NCSP;2012;DQA10;Biopsi av larynx;
NCSP;2012;DQA20;Eksplorativ laryngofissur;
NCSP;2012;DQB00;Laryngofissur med ekstirpasjon av lesjon;
NCSP;2012;DQB10;Endoskopisk ekstirpasjon av lesjon i larynx;
NCSP;2012;DQB20;Reseksjon av larynx;
NCSP;2012;DQB30;Laryngektomi;
NCSP;2012;DQB40;Supraglottisk laryngektomi;
NCSP;2012;DQB50;Vertikal hemilaryngektomi;
NCSP;2012;DQB60;Arytenoidektomi;
NCSP;2012;DQB70;Eksisjon av stemmebÜnd;
NCSP;2012;DQB80;Operasjon for stemmebÜndstriktur;
NCSP;2012;DQC00;Fjerning av fremmedlegeme fra larynx;
NCSP;2012;DQD00;Lateral fiksasjon av stemmebÜnd;
NCSP;2012;DQD10;Sutur av larynx;
NCSP;2012;DQD20;Rekonstruksjon av larynx med fritt slimhinnetransplantat;
NCSP;2012;DQD30;Rekonstruksjon av larynx med stilket transplantat;
NCSP;2012;DQD40;Plastisk rekonstruksjon av larynx;
NCSP;2012;DQD42;Tyreoplastikk;
NCSP;2012;DQD50;Endoskopisk innlegging av stent i larynx;
NCSP;2012;DQE00;Innlegging av taleprotese etter laryngektomi;
NCSP;2012;DQE10;Injeksjon av fremmed materiale i stemmebÜnd;
NCSP;2012;DQE20;Implantasjon av fremmed materiale i stemmebÜnd;
NCSP;2012;DQW99;Annen operasjon pÜ larynx;
NCSP;2012;DWA00;Reop for sÜrruptur i õre, nese, bihuler eller strupehode;
NCSP;2012;DWB00;Reop for overfl inf etter inngr pÜ õre/nese/bihuler/larynx;
NCSP;2012;DWC00;Reop for dyp infeksjon i õre/nese/bihuler/strupehode;
NCSP;2012;DWD00;Reop for overfl blõdn etter inngr pÜ õre/nese/bihuler/larynx;
NCSP;2012;DWE00;Reop for dyp blõdning i õre, nese, bihuler eller strupehode;
NCSP;2012;DWF00;Reop insuff av anastomose el sutur õre nese bih el larynx;
NCSP;2012;DWW99;Annen reop etter inngr pÜ õre, nese, bihuler el strupehode;
NCSP;2012;EAA00;Incisjon av leppe;
NCSP;2012;EAA10;Ekstirpasjon av lesjon i leppe;
NCSP;2012;EAA20;Reseksjon av overleppe;
NCSP;2012;EAA30;Reseksjon av underleppe;
NCSP;2012;EAA99;Annet reseksjonsinngrep pÜ leppe;
NCSP;2012;EAB00;Sutur av leppe;
NCSP;2012;EAB10;Eksisjon og rekonstruksjon av leppebÜnd;
NCSP;2012;EAB20;Plastisk rekonstruksjon av leppe;
NCSP;2012;EAB30;Korreksjon av leppespalte;
NCSP;2012;EAB99;Annet rekonstruksjonsinngrep pÜ leppe;
NCSP;2012;EAW99;Annen operasjon pÜ leppe;
NCSP;2012;EBA00;Tannekstraksjon;
NCSP;2012;EBA10;Kirurgisk eksisjon av tann;
NCSP;2012;EBA20;Hemiseksjon av tann;
NCSP;2012;EBA30;Eksisjon av tannrot;
NCSP;2012;EBA40;Eksisjon av tannrotspiss;
NCSP;2012;EBA99;Annen ekstraksjon eller reseksjon av tann;
NCSP;2012;EBB00;Reposisjon og fiksasjon av tannluksasjon;
NCSP;2012;EBB05;Reposisjon og fiksasjon av tannfraktur;
NCSP;2012;EBB10;Innsetting av tannimplantat;
NCSP;2012;EBB15;Innsetting av tannimplantatsperre;
NCSP;2012;EBB20;Tanntransplantasjon;
NCSP;2012;EBB40;Ekstraradikulër rekonstruksjon av rotkanal;
NCSP;2012;EBB99;Annet rekonstruksjonsinngrep pÜ tann;
NCSP;2012;EBU00;Fjerning av implantat/eksternt fiksasjonsutstyr fra tann;
NCSP;2012;EBW99;Annen operasjon pÜ tann;
NCSP;2012;ECA00;Frilegging av tann;
NCSP;2012;ECA10;Incisjon i gingiva;
NCSP;2012;ECA20;Biopsi av gingiva;
NCSP;2012;ECA30;Eksisjon av lesjon i gingiva;
NCSP;2012;ECA40;Kirurgisk behandling av periodontal abscess;
NCSP;2012;ECA50;Periodontal operasjon;
NCSP;2012;ECA60;Fjerning av fremmedlegeme fra gingiva eller alveol;
NCSP;2012;ECA99;Annen incisjon eller eksisjon av gingiva eller alveol;
NCSP;2012;ECB00;Sutur av gingiva;
NCSP;2012;ECB05;Mukogingival rekonstruksjon;
NCSP;2012;ECB10;Rekonstruksjon av gingiva;
NCSP;2012;ECB15;Plastisk lukking av alveonasal eller alveoantral fistel;
NCSP;2012;ECB20;Processus alveolarisplastikk;
NCSP;2012;ECB30;Processus alveolarisplastikk med hud- eller mucosatranspl;
NCSP;2012;ECB40;Kirurgisk behandling av processus alveolarisfraktur;
NCSP;2012;ECB50;Proc alveolarisplastikk m/bentranspl el alloplastisk matr;
NCSP;2012;ECB99;Annet rekonstruksjonsinngrep pÜ gingiva el proc alveolaris;
NCSP;2012;ECU00;Fjern implantat/ekst fiksasjonsutstyr fra proc alveolaris;
NCSP;2012;ECW99;Annen operasjon pÜ gingiva eller processus alveolaris;
NCSP;2012;EDA00;Incisjon i underkjeve;
NCSP;2012;EDA10;Biopsi av underkjeve;
NCSP;2012;EDB00;Reseksjon av underkjeve;
NCSP;2012;EDB10;Mandibulektomi;
NCSP;2012;EDB20;Hemimandibulektomi;
NCSP;2012;EDB30;Reseksjon av processus coronoideus;
NCSP;2012;EDB99;Annet reseksjonsinngrep pÜ underkjeve;
NCSP;2012;EDC00;Mandibulër kondylotomi;
NCSP;2012;EDC05;Segmental osteotomi i underkjeve;
NCSP;2012;EDC10;Sagittal osteotomi av ramus mandibula;
NCSP;2012;EDC15;Vertikal osteotomi av ramus mandibula;
NCSP;2012;EDC20;Uspesifisert osteotomi av underkjeve;
NCSP;2012;EDC25;Korpusosteotomi i underkjeve;
NCSP;2012;EDC30;Genioplastikk;
NCSP;2012;EDC32;Lukket reposisjon & immobil frakt av collum el caput mandib;
NCSP;2012;EDC34;Lukket reposisjon & immobil av fraktur av corpus mandibulae;
NCSP;2012;EDC36;èpen reposisjon & osteosynt frakt av collum el caput mandib;
NCSP;2012;EDC38;èpen reposisjon & osteosyntese fraktur av corpus mandibulae;
NCSP;2012;EDC42;Rekonstruksjon av underkjeve med skinne;
NCSP;2012;EDC45;Rekonstruksjon av underkjeve med beintransplantat;
NCSP;2012;EDC99;Annet rekonstruksjonsinngrep pÜ underkjeve;
NCSP;2012;EDU00;Fjerning implantat/eksternt fiksasjonsutstyr fra underkjeve;
NCSP;2012;EDW99;Annen operasjon pÜ underkjeve;
NCSP;2012;EEA00;Incisjon i overkjeve;
NCSP;2012;EEA10;Biopsi av overkjeve;
NCSP;2012;EEB00;Reseksjon av overkjeve;
NCSP;2012;EEB10;Maksillektomi;
NCSP;2012;EEB99;Annet reseksjonsinngrep pÜ overkjeve;
NCSP;2012;EEC00;Segmental osteotomi av overkjeve;
NCSP;2012;EEC05;Le Fort I osteotomi;
NCSP;2012;EEC10;Le Fort II osteotomi;
NCSP;2012;EEC15;Le Fort III osteotomi;
NCSP;2012;EEC20;Lukket reposisjon og immobilisering av maksillefraktur;
NCSP;2012;EEC25;èpen reposisjon og immobilisering av maksillefraktur;
NCSP;2012;EEC30;Reposisjon av zygomaticusfraktur;
NCSP;2012;EEC35;Reposisjon og osteosyntese av zygomaticusfraktur;
NCSP;2012;EEC40;Distraksjonsbehandling av overkjeve;
NCSP;2012;EEC42;Rekonstruksjon av overkjeve med alloplastisk materiale;
NCSP;2012;EEC45;Rekonstruksjon av overkjeve med beintransplantat;
NCSP;2012;EEC99;Annet rekonstruksjonsinngrep pÜ overkjeve;
NCSP;2012;EEU00;Fjern av implantat/eksternt fiksasjonsutstyr fra overkjeve;
NCSP;2012;EEW99;Annen operasjon pÜ overkjeve;
NCSP;2012;EFA10;Eksisjon av lesjon i kjeve;
NCSP;2012;EFA20;Dekortikasjon av kjeve;
NCSP;2012;EFA40;Fenestrasjon av kjevecyste;
NCSP;2012;EFA50;Ekstirpasjon av kjevecyste;
NCSP;2012;EFA99;Annet reseksjonsinngrep pÜ kjeve;
NCSP;2012;EFB10;Osteoplastikk pÜ kjevene;
NCSP;2012;EFB20;Reposisjon og/eller immobil av multiple ansiktsfrakturer;
NCSP;2012;EFB30;Ekstern fiksasjon av ansiktsfraktur;
NCSP;2012;EFB99;Annet rekonstruksjonsinngrep pÜ kjevene;
NCSP;2012;EFU00;Fjerning av implantat/eksternt fiksasjonsutstyr fra kjevene;
NCSP;2012;EFW99;Annen operasjon pÜ kjevene;
NCSP;2012;EGA00;Artroskopi i kjeveledd;
NCSP;2012;EGA10;Incisjon i kjeveledd;
NCSP;2012;EGA20;Biopsi av kjeveledd;
NCSP;2012;EGB00;Kondylektomi i underkjeve;
NCSP;2012;EGB10;Meniskektomi i kjeveledd;
NCSP;2012;EGB20;Synovektomi i kjeveledd;
NCSP;2012;EGB99;Annet reseksjonsinngrep pÜ kjeveledd;
NCSP;2012;EGC00;èpen reposisjon av kjeveluksasjon;
NCSP;2012;EGC10;Artroplastikk av kjeveledd uten transplantat;
NCSP;2012;EGC20;Arthroplastikk av kjeveledd med ben- el annet transplantat;
NCSP;2012;EGC30;Implantasjon av kjeveleddprotese;
NCSP;2012;EGC99;Annet rekonstruksjonsinngrep pÜ kjeveledd;
NCSP;2012;EGU00;Fjern av implantat/eksternt fiksasjonsutstyr fra kjeveledd;
NCSP;2012;EGW99;Annen operasjon pÜ kjeveledd;
NCSP;2012;EHA00;Incisjon i ganen;
NCSP;2012;EHA10;Biopsi av ganen;
NCSP;2012;EHB00;Ekstirpasjon av lesjon i ganen;
NCSP;2012;EHB99;Annet reseksjonsinngrep pÜ ganen;
NCSP;2012;EHC00;Sutur av ganen;
NCSP;2012;EHC10;Plastisk lukking av palatonasal eller palatoantral fistel;
NCSP;2012;EHC20;Korreksjon av arr i ganen;
NCSP;2012;EHC30;Rekonstruksjon av ganen;
NCSP;2012;EHC31;Fremre partiell rekonstruksjon av ganen;
NCSP;2012;EHC32;Bakre partiell rekonstruksjon av ganen;
NCSP;2012;EHC40;Korreksjon av submukõs ganespalte;
NCSP;2012;EHC50;Korreksjon av ganespalte med pharynxlapp;
NCSP;2012;EHC60;Korreksjon av kombinert leppe- og ganespalte;
NCSP;2012;EHC99;Annet rekonstruksjonsinngrep pÜ ganen;
NCSP;2012;EHU00;Fjerning av implantat/eksternt fiksasjonsutstyr fra gane;
NCSP;2012;EHW99;Annen operasjon pÜ ganen;
NCSP;2012;EJA00;Incisjon i tunge eller munngulv;
NCSP;2012;EJA10;Biopsi av tunge eller munngulv;
NCSP;2012;EJA20;Fjerning av fremmedlegeme fra tunge eller munngulv;
NCSP;2012;EJB00;Eksisjon av ranula;
NCSP;2012;EJB10;Ekstirpasjon av lesjon i tungen;
NCSP;2012;EJB20;Ekstirpasjon av lesjon i tungerot;
NCSP;2012;EJB30;Ekstirpasjon av lesjon i munngulv;
NCSP;2012;EJB40;Hemiglossektomi;
NCSP;2012;EJB50;Total glossektomi;
NCSP;2012;EJB60;Reseksjon av munngulv;
NCSP;2012;EJB99;Annet reseksjonsinngrep pÜ tunge og munngulv;
NCSP;2012;EJC00;Sutur av tunge eller munngulv;
NCSP;2012;EJC20;Operasjon pÜ tungebÜnd;
NCSP;2012;EJC30;Rekonstruksjon av tungen;
NCSP;2012;EJC40;Glossopeksi;
NCSP;2012;EJC50;Reduksjonsplastikk av tunge;
NCSP;2012;EJC99;Annet rekonstruksjonsinngrep pÜ tunge eller munngulv;
NCSP;2012;EJW99;Annen operasjon pÜ tunge eller munngulv;
NCSP;2012;EKA00;Incisjon i kinn;
NCSP;2012;EKA10;Biopsi av kinn;
NCSP;2012;EKB00;Ekstirpasjon av lesjon i kinn;
NCSP;2012;EKB99;Annet reseksjonsinngrep pÜ kinn;
NCSP;2012;EKC00;Sutur av kinn;
NCSP;2012;EKC10;Fjerning av fremmedlegeme fra kinn;
NCSP;2012;EKC20;Plastisk operasjon pÜ kinn;
NCSP;2012;EKC30;Rekonstruksjon av kinn;
NCSP;2012;EKC99;Annet rekonstruksjonsinngrep pÜ kinn;
NCSP;2012;EKW99;Annen operasjon pÜ kinn;
NCSP;2012;ELA00;Incisjon i spyttkjertel;
NCSP;2012;ELA10;Sialodokotomi;
NCSP;2012;ELA20;Sialolitotomi;
